5.000000000000000000e-01,-1.101111555299999933e+00,-5.846936042999999472e-01,-5.722641765000000547e-01,-5.476407693999999493e-01,-5.476059199999999683e-01,-5.303172068000000516e-01,-5.303172064000000185e-01,-4.968979521999999927e-01,-4.968979517000000068e-01,-4.663078373999999804e-01,-4.349883468999999891e-01,-3.923172890000000135e-01,-3.660252630999999979e-01,-3.581035135999999786e-01,-3.581035129999999844e-01,-3.572267188000000093e-01,-3.572267182000000152e-01,-3.276484865000000024e-01,-2.838131198000000133e-01,-2.495127909000000033e-01,-2.070718312000000005e-01,-4.601344970000000034e-02,9.576199999999999895e-06,9.576199999999999895e-06,5.356299400000000266e-03,6.183009700000000400e-03,6.183009700000000400e-03,2.954902270000000011e-02,2.954902300000000065e-02,1.364770731000000126e-01
5.100000000000000089e-01,-1.108750271699999956e+00,-5.976847559000000309e-01,-5.832831759000000060e-01,-5.592854364999999550e-01,-5.587476042000000254e-01,-5.418416700999999502e-01,-5.418416697000000282e-01,-5.081709933000000401e-01,-5.081709927999999987e-01,-4.785241621999999917e-01,-4.467440740999999993e-01,-4.032524489000000045e-01,-3.774252253000000001e-01,-3.696695287000000274e-01,-3.696695280999999778e-01,-3.687827949999999966e-01,-3.687827944000000024e-01,-3.388483962000000127e-01,-2.944377322000000241e-01,-2.620683249999999909e-01,-2.189003901999999890e-01,-5.865171069999999820e-02,-1.170137679999999972e-02,-1.170137670000000012e-02,-7.596471900000000346e-03,-5.554405800000000379e-03,-5.554405800000000379e-03,1.797802839999999847e-02,1.797802869999999900e-02,1.242505193999999952e-01
5.200000000000000178e-01,-1.115759461699999955e+00,-6.100405561999999726e-01,-5.936245669999999919e-01,-5.702894707000000230e-01,-5.691759186000000525e-01,-5.526806740999999912e-01,-5.526806735999999498e-01,-5.187621973999999581e-01,-5.187621969000000277e-01,-4.900586608999999982e-01,-4.578292770999999872e-01,-4.135194555999999744e-01,-3.881544096999999804e-01,-3.805579371999999738e-01,-3.805579365999999797e-01,-3.796616341999999866e-01,-3.796616335999999925e-01,-3.493584263999999773e-01,-3.043805540000000254e-01,-2.739935210000000176e-01,-2.301029229999999870e-01,-7.032927740000000094e-02,-2.273132309999999906e-02,-2.273132300000000119e-02,-1.957057250000000109e-02,-1.661559270000000088e-02,-1.661559259999999955e-02,7.101942299999999646e-03,7.101942699999999782e-03,1.126442886999999976e-01
5.300000000000000266e-01,-1.122182774799999949e+00,-6.218049984000000308e-01,-6.033323981999999530e-01,-5.806620384999999773e-01,-5.789697792000000343e-01,-5.628782956000000226e-01,-5.628782951999999895e-01,-5.287156832999999612e-01,-5.287156828000000308e-01,-5.009540965000000012e-01,-4.682870875999999849e-01,-4.231626616999999979e-01,-3.982566869999999981e-01,-3.908127784000000049e-01,-3.908127778000000108e-01,-3.899073035000000242e-01,-3.899073029999999829e-01,-3.592221878999999896e-01,-3.136858033000000101e-01,-2.853287816999999782e-01,-2.407270150999999969e-01,-8.111279759999999450e-02,-3.312417740000000305e-02,-3.312417740000000305e-02,-3.062475439999999896e-02,-2.704455919999999847e-02,-2.704455919999999847e-02,-3.123602599999999833e-03,-3.123602300000000165e-03,1.016097890000000059e-01
5.400000000000000355e-01,-1.128060435599999911e+00,-6.330186330000000527e-01,-6.124473085999999622e-01,-5.904437850000000543e-01,-5.881698452000000410e-01,-5.724752092999999542e-01,-5.724752089000000321e-01,-5.380721621999999815e-01,-5.380721617000000512e-01,-5.112498256999999935e-01,-4.781572555999999974e-01,-4.322229927999999832e-01,-4.077725120999999842e-01,-4.004746542000000020e-01,-4.004746537000000162e-01,-3.995604329999999926e-01,-3.995604323999999985e-01,-3.684798820999999891e-01,-3.223942931000000067e-01,-2.961101526000000095e-01,-2.508154578999999829e-01,-9.106824619999999426e-02,-4.292044779999999726e-02,-4.292044779999999726e-02,-4.081827250000000240e-02,-3.688190730000000250e-02,-3.688190730000000250e-02,-1.273957250000000083e-02,-1.273957220000000029e-02,9.110146709999999981e-02
5.500000000000000444e-01,-1.133429562499999932e+00,-6.437189023999999593e-01,-6.210068424000000364e-01,-5.996722834000000057e-01,-5.968136824999999979e-01,-5.815090004999999840e-01,-5.815090000999999509e-01,-5.468692521000000362e-01,-5.468692515999999948e-01,-5.209823201000000070e-01,-4.874766378000000011e-01,-4.407382605999999869e-01,-4.167392394000000166e-01,-4.095810468000000149e-01,-4.095810462000000207e-01,-4.086585326000000129e-01,-4.086585320000000188e-01,-3.771686176999999862e-01,-3.305437464000000047e-01,-3.063698048999999868e-01,-2.604065202999999995e-01,-1.002601798999999960e-01,-5.215755009999999831e-02,-5.215755009999999831e-02,-5.021040360000000174e-02,-4.616514609999999852e-02,-4.616514609999999852e-02,-2.178384560000000067e-02,-2.178384530000000013e-02,8.107636000000000009e-02
5.600000000000000533e-01,-1.138324447300000042e+00,-6.539402501000000090e-01,-6.290457283000000510e-01,-6.083822706000000524e-01,-6.049360437999999895e-01,-5.900144448999999902e-01,-5.900144444999999571e-01,-5.551417566999999886e-01,-5.551417561999999473e-01,-5.301852816000000024e-01,-4.962793095999999959e-01,-4.487434415000000065e-01,-4.251914017000000268e-01,-4.181666005999999935e-01,-4.181665999999999994e-01,-4.172362746000000122e-01,-4.172362740000000181e-01,-3.853226925000000080e-01,-3.381690763999999905e-01,-3.161367921000000081e-01,-2.695344955000000264e-01,-1.087509150999999979e-01,-6.087008659999999793e-02,-6.087008659999999793e-02,-5.885972369999999815e-02,-5.492897179999999685e-02,-5.492897179999999685e-02,-3.029149069999999971e-02,-3.029149039999999918e-02,7.149370169999999525e-02
5.699999999999999512e-01,-1.142776809899999968e+00,-6.637144390000000449e-01,-6.365961303999999599e-01,-6.166059247999999826e-01,-6.125691185999999622e-01,-5.980237583999999940e-01,-5.980237579999999609e-01,-5.629219157999999501e-01,-5.629219153000000198e-01,-5.388898455999999726e-01,-5.045967904999999476e-01,-4.562709252000000104e-01,-4.331609620999999910e-01,-4.262633759000000189e-01,-4.262633753000000247e-01,-4.253257471999999928e-01,-4.253257465999999987e-01,-3.929738457999999990e-01,-3.453026370999999761e-01,-3.254377707000000175e-01,-2.782302025000000234e-01,-1.165996611000000016e-01,-6.909009689999999482e-02,-6.909009680000000042e-02,-6.682330949999999714e-02,-6.320551839999999366e-02,-6.320551839999999366e-02,-3.829501669999999663e-02,-3.829501639999999957e-02,6.231451910000000011e-02
5.799999999999999600e-01,-1.146816024000000045e+00,-6.730708882000000504e-01,-6.436878724000000274e-01,-6.243731148000000175e-01,-6.197427574999999633e-01,-6.055668207000000081e-01,-6.055668201999999667e-01,-5.702396293999999477e-01,-5.702396289000000174e-01,-5.471250005000000138e-01,-5.124584693999999496e-01,-4.633507382000000008e-01,-4.406775386999999822e-01,-4.339010764999999825e-01,-4.339010758999999884e-01,-4.329566823000000064e-01,-4.329566817000000123e-01,-4.001514836999999769e-01,-3.519744469000000153e-01,-3.342967660000000230e-01,-2.865210570999999762e-01,-1.238620490000000018e-01,-7.684728130000000046e-02,-7.684728130000000046e-02,-7.415600540000000240e-02,-7.102458159999999743e-02,-7.102458159999999743e-02,-4.582459600000000216e-02,-4.582459569999999816e-02,5.350124070000000093e-02
5.899999999999999689e-01,-1.150469317500000033e+00,-6.820366407000000297e-01,-6.503486383000000037e-01,-6.317115378000000003e-01,-6.264846728999999836e-01,-6.126713758999999815e-01,-6.126713754999999484e-01,-5.771226582999999799e-01,-5.771226578000000496e-01,-5.549175602000000485e-01,-5.198915411000000208e-01,-4.700107432000000252e-01,-4.477686054000000193e-01,-4.411072531999999935e-01,-4.411072525999999994e-01,-4.401566586999999808e-01,-4.401566580999999867e-01,-4.068828816000000237e-01,-3.582123888000000034e-01,-3.427362287999999868e-01,-2.944318959000000180e-01,-1.305894432999999966e-01,-8.416920260000000653e-02,-8.416920260000000653e-02,-8.090969990000000667e-02,-7.841381999999999519e-02,-7.841381999999999519e-02,-5.290826490000000160e-02,-5.290826450000000319e-02,4.223971979999999876e-02
