5.000000000000000000e-01,-1.101111554700000106e+00,-5.846935250000000472e-01,-5.722641765000000547e-01,-5.476407693999999493e-01,-5.476058949000000009e-01,-5.303172068000000516e-01,-5.303172063000000103e-01,-4.968979520999999844e-01,-4.968979515999999985e-01,-4.663077600000000156e-01
5.100000000000000089e-01,-1.108750272099999989e+00,-5.976848129999999815e-01,-5.832831759000000060e-01,-5.592854564999999445e-01,-5.587476042000000254e-01,-5.418416701999999585e-01,-5.418416697000000282e-01,-5.081709934000000484e-01,-5.081709929000000070e-01,-4.785241838000000025e-01
5.200000000000000178e-01,-1.115759461499999938e+00,-6.100405450000000451e-01,-5.936245668999999836e-01,-5.702894662999999920e-01,-5.691759186000000525e-01,-5.526806740999999912e-01,-5.526806735999999498e-01,-5.187621973999999581e-01,-5.187621969000000277e-01,-4.900586603000000041e-01
5.300000000000000266e-01,-1.122182774599999933e+00,-6.218049862000000205e-01,-6.033323980999999447e-01,-5.806620365000000339e-01,-5.789697792000000343e-01,-5.628782956000000226e-01,-5.628782951999999895e-01,-5.287156831999999529e-01,-5.287156827000000225e-01,-5.009540676000000525e-01
5.400000000000000355e-01,-1.128060435699999919e+00,-6.330186408000000320e-01,-6.124473085999999622e-01,-5.904437899000000156e-01,-5.881698452000000410e-01,-5.724752092999999542e-01,-5.724752089000000321e-01,-5.380721621999999815e-01,-5.380721617000000512e-01,-5.112498009999999482e-01
5.500000000000000444e-01,-1.133429562299999915e+00,-6.437189048000000469e-01,-6.210068424000000364e-01,-5.996722848000000106e-01,-5.968136824999999979e-01,-5.815090004999999840e-01,-5.815090000999999509e-01,-5.468692521000000362e-01,-5.468692515999999948e-01,-5.209823192000000436e-01
5.600000000000000533e-01,-1.138324447200000034e+00,-6.539402504000000338e-01,-6.290457283000000510e-01,-6.083822705000000441e-01,-6.049360437999999895e-01,-5.900144448999999902e-01,-5.900144444999999571e-01,-5.551417566999999886e-01,-5.551417561999999473e-01,-5.301852839999999789e-01
5.699999999999999512e-01,-1.142776810099999985e+00,-6.637144534000000151e-01,-6.365961303999999599e-01,-6.166059286999999722e-01,-6.125691185999999622e-01,-5.980237583999999940e-01,-5.980237579999999609e-01,-5.629219158999999584e-01,-5.629219154000000280e-01,-5.388898571000000359e-01
5.799999999999999600e-01,-1.146816023800000028e+00,-6.730708632999999885e-01,-6.436878724000000274e-01,-6.243731079000000017e-01,-6.197427574999999633e-01,-6.055668205999999998e-01,-6.055668201999999667e-01,-5.702396293999999477e-01,-5.702396289000000174e-01,-5.471249829000000009e-01
5.899999999999999689e-01,-1.150469317500000033e+00,-6.820366431000000063e-01,-6.503486383000000037e-01,-6.317115381000000252e-01,-6.264846728999999836e-01,-6.126713758999999815e-01,-6.126713754999999484e-01,-5.771226582999999799e-01,-5.771226578000000496e-01,-5.549175646999999767e-01
5.999999999999999778e-01,-1.153761957499999991e+00,-6.906367508999999849e-01,-6.566041541999999565e-01,-6.386469551000000244e-01,-6.328206203999999779e-01,-6.193632138000000342e-01,-6.193632132999999929e-01,-5.835968052000000128e-01,-5.835968046999999714e-01,-5.622925184000000520e-01
6.099999999999999867e-01,-1.156717413299999997e+00,-6.988943990999999523e-01,-6.624783509999999653e-01,-6.452033423999999906e-01,-6.387745617000000209e-01,-6.256663317999999752e-01,-6.256663314000000531e-01,-5.896860779000000496e-01,-5.896860774000000083e-01,-5.692731522999999738e-01
6.199999999999999956e-01,-1.159357503699999903e+00,-7.068309583999999868e-01,-6.679935116999999867e-01,-6.514030117000000342e-01,-6.443688114000000189e-01,-6.316030823999999599e-01,-6.316030820000000379e-01,-5.954128360999999536e-01,-5.954128356000000233e-01,-5.758811307000000212e-01
6.300000000000000044e-01,-1.161702532699999901e+00,-7.144662499999999694e-01,-6.731704050000000272e-01,-6.572667750999999781e-01,-6.496241710000000280e-01,-6.371943060000000436e-01,-6.371943056000000105e-01,-6.007979248000000494e-01,-6.007979243000000080e-01,-5.821367213000000485e-01
6.400000000000000133e-01,-1.163771409700000037e+00,-7.218185486999999512e-01,-6.780284061000000362e-01,-6.628140375000000084e-01,-6.545600490999999854e-01,-6.424594514000000478e-01,-6.424594509000000064e-01,-6.058607952000000241e-01,-6.058607946999999827e-01,-5.880587934000000017e-01
6.500000000000000222e-01,-1.165581761199999900e+00,-7.289048330999999825e-01,-6.825856061999999724e-01,-6.680629345999999913e-01,-6.591945710000000069e-01,-6.474166850999999445e-01,-6.474166847000000224e-01,-6.106196139999999772e-01,-6.106196135000000469e-01,-5.936650650999999446e-01
6.600000000000000311e-01,-1.167150030299999974e+00,-7.357407664999999763e-01,-6.868589122999999574e-01,-6.730304037000000017e-01,-6.635446789000000178e-01,-6.520829911000000090e-01,-6.520829905999999676e-01,-6.150913630000000021e-01,-6.150913625999999690e-01,-5.989720873999999640e-01
6.700000000000000400e-01,-1.168491568799999936e+00,-7.423408728999999484e-01,-6.908641383000000413e-01,-6.777322920999999667e-01,-6.676262223000000162e-01,-6.564742609000000506e-01,-6.564742604000000092e-01,-6.192919305999999846e-01,-6.192919301999999515e-01,-6.039953923999999974e-01
6.800000000000000488e-01,-1.169620720499999988e+00,-7.487185881000000265e-01,-6.946160875000000345e-01,-6.821834306999999820e-01,-6.714540407000000322e-01,-6.606053765999999605e-01,-6.606053761000000302e-01,-6.232361937999999491e-01,-6.232361933000000187e-01,-6.087495462999999996e-01
6.899999999999999467e-01,-1.170550898099999904e+00,-7.548863699000000205e-01,-6.981286287000000312e-01,-6.863977145999999863e-01,-6.750420397999999933e-01,-6.644902861999999466e-01,-6.644902857000000163e-01,-6.269380938999999930e-01,-6.269380933999999517e-01,-6.132482449999999696e-01
6.999999999999999556e-01,-1.171294651700000022e+00,-7.608557450999999805e-01,-7.014147644999999542e-01,-6.903881653000000229e-01,-6.784032597000000386e-01,-6.681420723000000006e-01,-6.681420718999999675e-01,-6.304107061999999484e-01,-6.304107058000000263e-01,-6.175043621000000371e-01
7.099999999999999645e-01,-1.171863733899999982e+00,-7.666374031999999561e-01,-7.044866953999999737e-01,-6.941669992000000233e-01,-6.815499390000000490e-01,-6.715730156000000450e-01,-6.715730151000000037e-01,-6.336663027000000170e-01,-6.336663021999999756e-01,-6.215300232999999563e-01
7.199999999999999734e-01,-1.172269156900000109e+00,-7.722412539999999881e-01,-7.073558773000000466e-01,-6.977456829999999499e-01,-6.844935720000000501e-01,-6.747946522000000114e-01,-6.747946516999999700e-01,-6.367164099000000022e-01,-6.367164093999999608e-01,-6.253366591000000252e-01
7.299999999999999822e-01,-1.172521245900000064e+00,-7.776764797999999868e-01,-7.100330743999999639e-01,-7.011349853999999659e-01,-6.872449617000000455e-01,-6.778178270000000394e-01,-6.778178264999999980e-01,-6.395718625999999851e-01,-6.395718621000000548e-01,-6.289350523000000193e-01
7.399999999999999911e-01,-1.172629687899999995e+00,-7.829516048000000339e-01,-7.125284082999999713e-01,-7.043450288999999476e-01,-6.898142686999999551e-01,-6.806527422000000493e-01,-6.806527417000000080e-01,-6.422428518999999669e-01,-6.422428514000000366e-01,-6.323353934000000010e-01
7.500000000000000000e-01,-1.172603575299999923e+00,-7.880745355999999591e-01,-7.148514024000000022e-01,-7.073853323000000026e-01,-6.922110555999999582e-01,-6.833090017999999821e-01,-6.833090013000000518e-01,-6.447389704999999527e-01,-6.447389700000000223e-01,-6.355473163000000536e-01
