5.000000000000000000e+00 -7.909908811690000618e+01 -7.911255954000000656e+01 -7.911245472999999606e+01 -7.887520807999999306e+01 -7.887520404999999357e+01 -7.887517327999999850e+01 -7.887516924999999901e+01 -7.887502596999999582e+01 -7.887502193999999633e+01 -7.887499735999999473e+01 -7.887499332999999524e+01 -7.884076346000000513e+01 -7.883987930000000688e+01 -7.882406503999999359e+01 -7.882203936999999883e+01 -7.881458567999999332e+01
4.990000000000000213e+00 -7.909908619150000675e+01 -7.911256120999999553e+01 -7.911245327000000316e+01 -7.887520401000000447e+01 -7.887519998999999871e+01 -7.887516831000000650e+01 -7.887516428000000701e+01 -7.887502018000000703e+01 -7.887501616000000126e+01 -7.887499087000000486e+01 -7.887498684999999909e+01 -7.884097432999999455e+01 -7.884008588000000373e+01 -7.882407261000000176e+01 -7.882202528000000541e+01 -7.881460287999999537e+01
4.980000000000000426e+00 -7.909908423429999402e+01 -7.911256296000000532e+01 -7.911245178999999439e+01 -7.887519992000000002e+01 -7.887519589000000053e+01 -7.887516327999999532e+01 -7.887515924999999584e+01 -7.887501435000000072e+01 -7.887501032000000123e+01 -7.887498431999999582e+01 -7.887498030000000426e+01 -7.884118637000000263e+01 -7.884029350000000136e+01 -7.882408033000000103e+01 -7.882201100999999710e+01 -7.881461969999999440e+01
4.969999999999999751e+00 -7.909908224459999815e+01 -7.911256477000000586e+01 -7.911245028999999818e+01 -7.887519577999999854e+01 -7.887519176000000698e+01 -7.887515820000000133e+01 -7.887515417000000184e+01 -7.887500846000000365e+01 -7.887500443000000416e+01 -7.887497770000000230e+01 -7.887497367999999653e+01 -7.884139958999999465e+01 -7.884050213000000440e+01 -7.882408818999999767e+01 -7.882199654999999439e+01 -7.881463616000000627e+01
4.959999999999999964e+00 -7.909908022119999771e+01 -7.911256665000000510e+01 -7.911244874999999865e+01 -7.887519161999999540e+01 -7.887518758999999591e+01 -7.887515306000000237e+01 -7.887514903000000288e+01 -7.887500251000000162e+01 -7.887499848999999585e+01 -7.887497100999999589e+01 -7.887496699000000433e+01 -7.884161396000000366e+01 -7.884071178000000657e+01 -7.882409619000000589e+01 -7.882198191999999892e+01 -7.881465226999999629e+01
4.950000000000000178e+00 -7.909907816330000685e+01 -7.911256860999999674e+01 -7.911244720000000541e+01 -7.887518742999999688e+01 -7.887518339000000367e+01 -7.887514787000000638e+01 -7.887514384000000689e+01 -7.887499651000000256e+01 -7.887499248999999679e+01 -7.887496425000000499e+01 -7.887496022000000551e+01 -7.884182948000000124e+01 -7.884092243000000622e+01 -7.882410434999999893e+01 -7.882196709000000112e+01 -7.881466803000000709e+01
4.940000000000000391e+00 -7.909907606989999351e+01 -7.911257064999999500e+01 -7.911244560999999464e+01 -7.887518319000000133e+01 -7.887517916000000184e+01 -7.887514260999999749e+01 -7.887513857999999800e+01 -7.887499044999999853e+01 -7.887498643000000698e+01 -7.887495740999999327e+01 -7.887495337999999379e+01 -7.884204615000000160e+01 -7.884113408000000334e+01 -7.882411267000000521e+01 -7.882195208000000264e+01 -7.881468347000000563e+01
4.929999999999999716e+00 -7.909907393999999670e+01 -7.911257276000000616e+01 -7.911244399999999644e+01 -7.887517893000000413e+01 -7.887517490000000464e+01 -7.887513728999999785e+01 -7.887513325999999836e+01 -7.887498433999999747e+01 -7.887498030999999798e+01 -7.887495049000000336e+01 -7.887494646999999759e+01 -7.884226395999999681e+01 -7.884134670000000256e+01 -7.882412114000000258e+01 -7.882193689000000347e+01 -7.881469857999999817e+01
4.919999999999999929e+00 -7.909907177239999498e+01 -7.911257494999999551e+01 -7.911244234999999492e+01 -7.887517463000000362e+01 -7.887517058999999620e+01 -7.887513192000000117e+01 -7.887512787999999375e+01 -7.887497815999999773e+01 -7.887497414000000617e+01 -7.887494350000000054e+01 -7.887493947999999477e+01 -7.884248289999999315e+01 -7.884156029000000387e+01 -7.882412976999999898e+01 -7.882192150000000197e+01 -7.881471338999999432e+01
4.910000000000000142e+00 -7.909906956609999895e+01 -7.911257722000000570e+01 -7.911244068000000595e+01 -7.887517028999999980e+01 -7.887516626000000031e+01 -7.887512646999999788e+01 -7.887512243999999839e+01 -7.887497193000000095e+01 -7.887496790999999519e+01 -7.887493643000000532e+01 -7.887493240999999955e+01 -7.884270295999999689e+01 -7.884177484999999308e+01 -7.882413857000000235e+01 -7.882190590999999813e+01 -7.881472791000000200e+01
4.900000000000000355e+00 -7.909906731990000139e+01 -7.911257958000000201e+01 -7.911243897999999319e+01 -7.887516592000000060e+01 -7.887516189000000111e+01 -7.887512096999999756e+01 -7.887511693999999807e+01 -7.887496563999999921e+01 -7.887496161999999345e+01 -7.887492928000000347e+01 -7.887492525999999771e+01 -7.884292413999999383e+01 -7.884199035000000322e+01 -7.882414753999999846e+01 -7.882189013999999361e+01 -7.881474214000000700e+01
4.889999999999999680e+00 -7.909906503269999689e+01 -7.911258202999999867e+01 -7.911243724000000554e+01 -7.887516150999999809e+01 -7.887515747999999860e+01 -7.887511539999999854e+01 -7.887511136000000533e+01 -7.887495929000000672e+01 -7.887495527000000095e+01 -7.887492204999999501e+01 -7.887491803000000345e+01 -7.884314643000000444e+01 -7.884220677999999793e+01 -7.882415668000000153e+01 -7.882187415999999303e+01 -7.881475611000000470e+01
4.879999999999999893e+00 -7.909906270330000666e+01 -7.911258456000000194e+01 -7.911243546999999410e+01 -7.887515706000000648e+01 -7.887515303000000699e+01 -7.887510976000000085e+01 -7.887510573000000136e+01 -7.887495287000000133e+01 -7.887494884999999556e+01 -7.887491473999999414e+01 -7.887491072000000258e+01 -7.884336982000000660e+01 -7.884242414999999937e+01 -7.882416600000000528e+01 -7.882185798999999804e+01 -7.881476981000000137e+01
4.870000000000000107e+00 -7.909906033039999329e+01 -7.911258718999999928e+01 -7.911243367000000148e+01 -7.887515258000000529e+01 -7.887514855000000580e+01 -7.887510405000000446e+01 -7.887510002000000497e+01 -7.887494639999999890e+01 -7.887494237999999314e+01 -7.887490733999999293e+01 -7.887490332000000137e+01 -7.884359431999999401e+01 -7.884264242999999794e+01 -7.882417549000000179e+01 -7.882184161000000699e+01 -7.881478327000000661e+01
4.860000000000000320e+00 -7.909905791270000464e+01 -7.911258990999999696e+01 -7.911243183000000556e+01 -7.887514806000000078e+01 -7.887514401999999336e+01 -7.887509828000000311e+01 -7.887509423999999569e+01 -7.887493985999999779e+01 -7.887493584000000624e+01 -7.887489985999999931e+01 -7.887489583999999354e+01 -7.884381989999999973e+01 -7.884286160999999993e+01 -7.882418517000000691e+01 -7.882182503999999312e+01 -7.881479649000000620e+01
4.849999999999999645e+00 -7.909905544900000507e+01 -7.911259271999999498e+01 -7.911242996000000005e+01 -7.887514349999999297e+01 -7.887513945999999976e+01 -7.887509242999999515e+01 -7.887508839999999566e+01 -7.887493324999999800e+01 -7.887492923000000644e+01 -7.887489229999999907e+01 -7.887488826999999958e+01 -7.884404657000000327e+01 -7.884308169000000532e+01 -7.882419504000000643e+01 -7.882180825000000368e+01 -7.881480947999999387e+01
4.839999999999999858e+00 -7.909905293799999981e+01 -7.911259563999999500e+01 -7.911242805000000544e+01 -7.887513889999999606e+01 -7.887513486000000285e+01 -7.887508651000000270e+01 -7.887508248000000322e+01 -7.887492657999999324e+01 -7.887492256000000168e+01 -7.887488464000000477e+01 -7.887488061999999900e+01 -7.884427431999999669e+01 -7.884330266000000620e+01 -7.882420510000000036e+01 -7.882179127000000562e+01 -7.881482225999999969e+01
4.830000000000000071e+00 -7.909905037810000294e+01 -7.911259864999999536e+01 -7.911242609999999331e+01 -7.887513425999999583e+01 -7.887513022000000262e+01 -7.887508051999999736e+01 -7.887507648999999788e+01 -7.887491984999999772e+01 -7.887491581999999823e+01 -7.887487690000000384e+01 -7.887487287999999808e+01 -7.884450314000000049e+01 -7.884352448999999297e+01 -7.882421535000000290e+01 -7.882177407000000358e+01 -7.881483484000000317e+01
4.820000000000000284e+00 -7.909904776800000548e+01 -7.911260176999999771e+01 -7.911242411000000629e+01 -7.887512956999999858e+01 -7.887512553999999909e+01 -7.887507445999999334e+01 -7.887507042000000013e+01 -7.887491303999999559e+01 -7.887490902000000403e+01 -7.887486907000000258e+01 -7.887486504000000309e+01 -7.884473302000000672e+01 -7.884374719000000198e+01 -7.882422579999999357e+01 -7.882175666000000547e+01 -7.881484722000000431e+01
4.809999999999999609e+00 -7.909904510629999663e+01 -7.911260500000000206e+01 -7.911242208000000176e+01 -7.887512485000000595e+01 -7.887512082000000646e+01 -7.887506831000000318e+01 -7.887506428000000369e+01 -7.887490617000000270e+01 -7.887490214999999694e+01 -7.887486113999999304e+01 -7.887485712000000149e+01 -7.884496396000000118e+01 -7.884397072999999523e+01 -7.882423645999999451e+01 -7.882173903999999709e+01 -7.881485942999999850e+01
