5.000000000000000000e+00,-9.331637224000000064e-01,0.000000000000000000e+00
4.990000000000000213e+00,-9.331637235999999946e-01,0.000000000000000000e+00
4.980000000000000426e+00,-9.331637247999999829e-01,0.000000000000000000e+00
4.969999999999999751e+00,-9.331637261999999877e-01,0.000000000000000000e+00
4.959999999999999964e+00,-9.331637275999999925e-01,0.000000000000000000e+00
4.950000000000000178e+00,-9.331637289999999973e-01,0.000000000000000000e+00
4.940000000000000391e+00,-9.331637306000000187e-01,0.000000000000000000e+00
4.929999999999999716e+00,-9.331637322000000401e-01,0.000000000000000000e+00
4.919999999999999929e+00,-9.331637338999999587e-01,0.000000000000000000e+00
4.910000000000000142e+00,-9.331637356999999966e-01,0.000000000000000000e+00
4.900000000000000355e+00,-9.331637375000000345e-01,0.000000000000000000e+00
4.889999999999999680e+00,-9.331637394999999779e-01,0.000000000000000000e+00
4.879999999999999893e+00,-9.331637415000000324e-01,0.000000000000000000e+00
4.870000000000000107e+00,-9.331637436999999924e-01,0.000000000000000000e+00
4.860000000000000320e+00,-9.331637459999999606e-01,0.000000000000000000e+00
4.849999999999999645e+00,-9.331637483000000399e-01,0.000000000000000000e+00
4.839999999999999858e+00,-9.331637508000000247e-01,0.000000000000000000e+00
4.830000000000000071e+00,-9.331637534000000178e-01,0.000000000000000000e+00
4.820000000000000284e+00,-9.331637562000000274e-01,0.000000000000000000e+00
4.809999999999999609e+00,-9.331637591000000453e-01,0.000000000000000000e+00
4.799999999999999822e+00,-9.331637620999999605e-01,0.000000000000000000e+00
4.790000000000000036e+00,-9.331637651999999949e-01,0.000000000000000000e+00
4.780000000000000249e+00,-9.331637685000000459e-01,0.000000000000000000e+00
4.769999999999999574e+00,-9.331637720000000025e-01,0.000000000000000000e+00
4.759999999999999787e+00,-9.331637755999999673e-01,0.000000000000000000e+00
4.750000000000000000e+00,-9.331637793999999486e-01,0.000000000000000000e+00
4.740000000000000213e+00,-9.331637833999999465e-01,0.000000000000000000e+00
4.730000000000000426e+00,-9.331637875999999610e-01,0.000000000000000000e+00
4.719999999999999751e+00,-9.331637919999999919e-01,0.000000000000000000e+00
