5.000000000000000000e+00 -9.287513982999999751e-01 5.052888292000000092e+01 5.052897939999999721e+01 4.374363077999999661e+01 4.374374588999999958e+01
4.990000000000000213e+00 -9.287513938000000469e-01 4.864370722999999685e+01 4.864372225000000327e+01 4.211088420000000099e+01 4.211090221999999983e+01
4.980000000000000426e+00 -9.287513884000000441e-01 4.626624439999999794e+01 4.626624987000000289e+01 4.005188359999999648e+01 4.005189017000000007e+01
4.969999999999999751e+00 -9.287513820999999670e-01 4.398158921000000277e+01 4.398159099000000083e+01 3.807326512000000207e+01 3.807326745999999673e+01
4.959999999999999964e+00 -9.287513751000000539e-01 4.205501789000000201e+01 4.205501951000000105e+01 3.640472341000000256e+01 3.640472620999999975e+01
4.950000000000000178e+00 -9.287513674999999802e-01 3.992301747999999861e+01 3.992301800999999983e+01 3.455829303000000152e+01 3.455829709999999722e+01
4.940000000000000391e+00 -9.287513594999999844e-01 3.793745576999999969e+01 3.793745595000000037e+01 3.283870163999999647e+01 3.283870195000000081e+01
4.929999999999999716e+00 -9.287513511999999638e-01 3.613584393000000006e+01 3.613584431999999680e+01 3.127839695000000120e+01 3.127839760000000169e+01
4.919999999999999929e+00 -9.287513428000000459e-01 3.430211895000000055e+01 3.430211925999999778e+01 2.969029602999999895e+01 2.969029641999999924e+01
4.910000000000000142e+00 -9.287513344000000171e-01 3.258390752999999762e+01 3.258390758000000176e+01 2.820223484999999997e+01 2.820223492999999948e+01
4.900000000000000355e+00 -9.287513263000000130e-01 3.098889193000000120e+01 3.098889199999999988e+01 2.682084542000000127e+01 2.682084554000000054e+01
4.889999999999999680e+00 -9.287513184000000255e-01 2.942337708999999890e+01 2.942337713999999949e+01 2.546501822999999831e+01 2.546501831999999865e+01
4.879999999999999893e+00 -9.287513110999999766e-01 2.794545680999999959e+01 2.794545686000000018e+01 2.418504993000000169e+01 2.418505001999999848e+01
4.870000000000000107e+00 -9.287513044999999856e-01 2.656457125000000019e+01 2.656457134000000053e+01 2.298910885000000093e+01 2.298910898999999830e+01
4.860000000000000320e+00 -9.287512985000000443e-01 2.523009011999999984e+01 2.523009018000000125e+01 2.183335784000000146e+01 2.183335793999999908e+01
4.849999999999999645e+00 -9.287512934999999636e-01 2.396652179000000160e+01 2.396652187999999839e+01 2.073901711999999975e+01 2.073901727000000150e+01
4.839999999999999858e+00 -9.287512894999999657e-01 2.277863895000000127e+01 2.277863901999999996e+01 1.971021474000000140e+01 1.971021486000000067e+01
4.830000000000000071e+00 -9.287512866999999561e-01 2.164112841000000031e+01 2.164112848999999983e+01 1.872503745999999936e+01 1.872503760000000028e+01
4.820000000000000284e+00 -9.287512852999999513e-01 2.056309017999999966e+01 2.056309025999999918e+01 1.779136159000000106e+01 1.779136173999999926e+01
4.809999999999999609e+00 -9.287512856999999844e-01 1.954121273000000159e+01 1.954121282999999920e+01 1.690631890999999953e+01 1.690631906999999856e+01
4.799999999999999822e+00 -9.287512883999999858e-01 1.857446034000000168e+01 1.857446043999999929e+01 1.606901244000000162e+01 1.606901261000000147e+01
4.790000000000000036e+00 -9.287512933999999554e-01 1.765455654000000152e+01 1.765455664999999996e+01 1.527227665999999928e+01 1.527227683999999996e+01
4.780000000000000249e+00 -9.287512999999999463e-01 1.678240266999999974e+01 1.678240278000000174e+01 1.451688977999999963e+01 1.451688996999999937e+01
4.769999999999999574e+00 -9.287513065000000401e-01 1.595535710999999957e+01 1.595535721999999978e+01 1.380056418999999934e+01 1.380056438000000085e+01
4.759999999999999787e+00 -9.287513110999999766e-01 1.517136132999999987e+01 1.517136144999999914e+01 1.312151706999999945e+01 1.312151727000000001e+01
4.750000000000000000e+00 -9.287513134999999531e-01 1.442666320000000013e+01 1.442666333000000023e+01 1.247649930000000040e+01 1.247649952999999989e+01
4.740000000000000213e+00 -9.287513149999999662e-01 1.372018042000000015e+01 1.372018057000000013e+01 1.186457897999999922e+01 1.186457921999999954e+01
4.730000000000000426e+00 -9.287513173000000455e-01 1.304984184999999997e+01 1.304984201000000077e+01 1.128394529000000013e+01 1.128394555000000032e+01
4.719999999999999751e+00 -9.287513210000000186e-01 1.241373270000000062e+01 1.241373285999999965e+01 1.073295642999999977e+01 1.073295670999999984e+01
4.709999999999999964e+00 -9.287513257999999716e-01 1.180955948999999983e+01 1.180955965000000063e+01 1.020962177000000004e+01 1.020962205000000012e+01
4.700000000000000178e+00 -9.287513311999999743e-01 1.123574900000000021e+01 1.123574917000000006e+01 9.712576600000000226e+00 9.712576889999999352e+00
4.690000000000000391e+00 -9.287513367999999936e-01 1.069071506000000049e+01 1.069071523999999940e+01 9.240448739999999717e+00 9.240449030000000619e+00
4.679999999999999716e+00 -9.287513424000000128e-01 1.017297186000000053e+01 1.017297203999999944e+01 8.791950710000000058e+00 8.791951010000000011e+00
4.669999999999999929e+00 -9.287513478000000156e-01 9.681105600000000422e+00 9.681105779999999328e+00 8.365858169999999205e+00 8.365858469999999159e+00
4.660000000000000142e+00 -9.287513527999999852e-01 9.213784589999999497e+00 9.213784779999999230e+00 7.961017560000000159e+00 7.961017879999999991e+00
4.650000000000000355e+00 -9.287513574000000327e-01 8.769696809999999232e+00 8.769697009999999793e+00 7.576292740000000414e+00 7.576293070000000185e+00
4.639999999999999680e+00 -9.287513615000000389e-01 8.347647950000000705e+00 8.347648149999999490e+00 7.210649010000000025e+00 7.210649359999999675e+00
4.629999999999999893e+00 -9.287513651000000037e-01 7.946489549999999902e+00 7.946489770000000341e+00 6.863091930000000396e+00 6.863092289999999984e+00
4.620000000000000107e+00 -9.287513681000000298e-01 7.565136840000000085e+00 7.565137059999999636e+00 6.532683470000000270e+00 6.532683849999999737e+00
4.610000000000000320e+00 -9.287513703999999981e-01 7.202586400000000388e+00 7.202586639999999818e+00 6.218575290000000422e+00 6.218575699999999706e+00
4.599999999999999645e+00 -9.287513721000000277e-01 6.857777729999999572e+00 6.857777979999999829e+00 5.919776279999999780e+00 5.919776699999999892e+00
4.589999999999999858e+00 -9.287513730999999995e-01 6.529882680000000050e+00 6.529882950000000186e+00 5.635644990000000298e+00 5.635645430000000289e+00
4.580000000000000071e+00 -9.287513735000000326e-01 6.217997770000000202e+00 6.217998050000000276e+00 5.365373270000000083e+00 5.365373729999999952e+00
4.570000000000000284e+00 -9.287513732000000077e-01 5.921299839999999648e+00 5.921300139999999601e+00 5.108248009999999617e+00 5.108248500000000192e+00
4.559999999999999609e+00 -9.287513723000000443e-01 5.639008969999999898e+00 5.639009279999999791e+00 4.863593660000000263e+00 4.863594179999999767e+00
4.549999999999999822e+00 -9.287513709000000395e-01 5.370386899999999741e+00 5.370387230000000400e+00 4.630770779999999753e+00 4.630771329999999963e+00
4.540000000000000036e+00 -9.287513689999999933e-01 5.114734549999999658e+00 5.114734900000000195e+00 4.409173840000000233e+00 4.409174420000000261e+00
4.530000000000000249e+00 -9.287513668000000333e-01 4.871389800000000214e+00 4.871390169999999742e+00 4.198229350000000082e+00 4.198229969999999867e+00
4.519999999999999574e+00 -9.287513643000000485e-01 4.639725290000000335e+00 4.639725679999999741e+00 3.997393909999999995e+00 3.997394560000000041e+00
4.509999999999999787e+00 -9.287513617000000554e-01 4.419146510000000028e+00 4.419146930000000140e+00 3.806152580000000007e+00 3.806153269999999811e+00
4.500000000000000000e+00 -9.287513590999999513e-01 4.209089950000000080e+00 4.209090400000000010e+00 3.624017300000000219e+00 3.624018029999999779e+00
4.490000000000000213e+00 -9.287513565999999665e-01 4.009021490000000298e+00 4.009021960000000107e+00 3.450525540000000113e+00 3.450526330000000197e+00
4.480000000000000426e+00 -9.287513544000000065e-01 3.818436499999999789e+00 3.818437009999999798e+00 3.285241849999999797e+00 3.285242690000000021e+00
4.469999999999999751e+00 -9.287513526999999769e-01 3.636857000000000006e+00 3.636857550000000217e+00 3.127753349999999877e+00 3.127754250000000180e+00
4.459999999999999964e+00 -9.287513515999999969e-01 3.463814510000000180e+00 3.463815100000000147e+00 2.977649089999999887e+00 2.977650060000000209e+00
4.450000000000000178e+00 -9.287513513999999804e-01 3.298869439999999820e+00 3.298870079999999927e+00 2.834539679999999784e+00 2.834540730000000064e+00
4.440000000000000391e+00 -9.287513524999999603e-01 3.141631040000000041e+00 3.141631739999999784e+00 2.698105780000000120e+00 2.698106909999999914e+00
4.429999999999999716e+00 -9.287513553999999782e-01 2.991697450000000202e+00 2.991698210000000024e+00 2.567991629999999859e+00 2.567992869999999872e+00
4.419999999999999929e+00 -9.287513607999999810e-01 2.848698039999999931e+00 2.848698859999999833e+00 2.443875900000000101e+00 2.443877249999999890e+00
4.410000000000000142e+00 -9.287513697000000512e-01 2.712289779999999872e+00 2.712290669999999793e+00 2.325461499999999848e+00 2.325462949999999918e+00
4.400000000000000355e+00 -9.287513831000000497e-01 2.582163899999999845e+00 2.582164849999999845e+00 2.212481050000000060e+00 2.212482580000000087e+00
4.389999999999999680e+00 -9.287514017000000344e-01 2.458044839999999898e+00 2.458045830000000098e+00 2.104696039999999879e+00 2.104697629999999986e+00
4.379999999999999893e+00 -9.287514250999999721e-01 2.339671309999999949e+00 2.339672329999999967e+00 2.001880569999999970e+00 2.001882210000000217e+00
4.370000000000000107e+00 -9.287514508999999974e-01 2.226769200000000115e+00 2.226770259999999890e+00 1.903796569999999910e+00 1.903798279999999954e+00
4.360000000000000320e+00 -9.287514755000000344e-01 2.119040850000000198e+00 2.119041979999999992e+00 1.810187060000000070e+00 1.810188860000000011e+00
4.349999999999999645e+00 -9.287514948999999742e-01 2.016178839999999806e+00 2.016180030000000123e+00 1.720785470000000039e+00 1.720787379999999978e+00
4.339999999999999858e+00 -9.287515066999999513e-01 1.917916020000000055e+00 1.917917279999999947e+00 1.635360439999999915e+00 1.635362449999999912e+00
4.330000000000000071e+00 -9.287515110999999823e-01 1.824047280000000049e+00 1.824048609999999959e+00 1.553734539999999997e+00 1.553736650000000052e+00
4.320000000000000284e+00 -9.287515106999999492e-01 1.734401499999999929e+00 1.734402910000000020e+00 1.475759999999999961e+00 1.475762239999999892e+00
4.309999999999999609e+00 -9.287515084999999893e-01 1.648800330000000036e+00 1.648801860000000064e+00 1.401283489999999965e+00 1.401285909999999912e+00
4.299999999999999822e+00 -9.287515067999999596e-01 1.567048039999999975e+00 1.567049700000000101e+00 1.330140529999999988e+00 1.330143139999999891e+00
4.290000000000000036e+00 -9.287515063000000293e-01 1.488909700000000003e+00 1.488911480000000065e+00 1.262109879999999906e+00 1.262112679999999987e+00
4.280000000000000249e+00 -9.287515070999999844e-01 1.414170280000000002e+00 1.414172170000000062e+00 1.196996579999999977e+00 1.196999530000000034e+00
4.269999999999999574e+00 -9.287515088000000141e-01 1.342772700000000041e+00 1.342774689999999937e+00 1.134829239999999961e+00 1.134832339999999995e+00
4.259999999999999787e+00 -9.287515112999999989e-01 1.274412620000000107e+00 1.274414710000000062e+00 1.075246080000000104e+00 1.075249329999999892e+00
4.250000000000000000e+00 -9.287515146999999471e-01 1.209009750000000105e+00 1.209011939999999896e+00 1.018225060000000015e+00 1.018228460000000002e+00
4.240000000000000213e+00 -9.287515189999999699e-01 1.146417929999999918e+00 1.146420229999999929e+00 9.636351800000000356e-01 9.636387400000000492e-01
4.230000000000000426e+00 -9.287515243999999726e-01 1.086502000000000079e+00 1.086504420000000026e+00 9.113583499999999837e-01 9.113620799999999633e-01
4.219999999999999751e+00 -9.287515310999999718e-01 1.029134030000000033e+00 1.029136569999999917e+00 8.612836499999999562e-01 8.612875599999999521e-01
4.209999999999999964e+00 -9.287515390999999676e-01 9.741921799999999632e-01 9.741948700000000461e-01 8.133056600000000413e-01 8.133097799999999822e-01
4.200000000000000178e+00 -9.287515485999999765e-01 9.215605100000000549e-01 9.215633399999999531e-01 7.673241200000000539e-01 7.673284500000000508e-01
4.190000000000000391e+00 -9.287515594999999902e-01 8.711288000000000364e-01 8.711318000000000117e-01 7.232437699999999525e-01 7.232483299999999948e-01
4.179999999999999716e+00 -9.287515718000000087e-01 8.227924699999999980e-01 8.227956300000000001e-01 6.809742300000000137e-01 6.809790300000000407e-01
4.169999999999999929e+00 -9.287515857000000485e-01 7.764522900000000449e-01 7.764556299999999522e-01 6.404297500000000198e-01 6.404348100000000210e-01
4.160000000000000142e+00 -9.287516011999999987e-01 7.320141000000000009e-01 7.320176499999999642e-01 6.015289900000000411e-01 6.015343399999999452e-01
