5.000000000000000000e+00 -9.330183324999999916e-01 8.104086040999999341e+01
4.990000000000000213e+00 -9.330183292999999489e-01 7.729526884000000564e+01
4.980000000000000426e+00 -9.330183252999999510e-01 7.373709019999999725e+01
4.969999999999999751e+00 -9.330183208000000228e-01 7.096110226000000409e+01
4.959999999999999964e+00 -9.330183156000000366e-01 6.737371451999999294e+01
4.950000000000000178e+00 -9.330183101000000256e-01 6.429921509999999785e+01
4.940000000000000391e+00 -9.330183041999999816e-01 6.127661133000000149e+01
4.929999999999999716e+00 -9.330182980000000237e-01 5.820200287000000117e+01
4.919999999999999929e+00 -9.330182917999999548e-01 5.550345062000000240e+01
4.910000000000000142e+00 -9.330182854999999886e-01 5.271936562999999865e+01
4.900000000000000355e+00 -9.330182794000000390e-01 5.008193564999999836e+01
4.889999999999999680e+00 -9.330182736000000032e-01 4.767440057999999681e+01
4.879999999999999893e+00 -9.330182680999999922e-01 4.529114311000000015e+01
4.870000000000000107e+00 -9.330182631000000226e-01 4.303335052999999988e+01
4.860000000000000320e+00 -9.330182585999999834e-01 4.093455170000000010e+01
4.849999999999999645e+00 -9.330182548000000020e-01 3.890057952000000085e+01
4.839999999999999858e+00 -9.330182516999999676e-01 3.697189419000000044e+01
4.830000000000000071e+00 -9.330182496000000159e-01 3.514728413000000273e+01
4.820000000000000284e+00 -9.330182486000000441e-01 3.342579397000000085e+01
4.809999999999999609e+00 -9.330182490999999745e-01 3.177982353999999887e+01
4.799999999999999822e+00 -9.330182516999999676e-01 3.021904327000000023e+01
4.790000000000000036e+00 -9.330182564000000234e-01 2.874399848999999918e+01
4.780000000000000249e+00 -9.330182621999999482e-01 2.733948587000000074e+01
4.769999999999999574e+00 -9.330182678999999757e-01 2.600749555999999885e+01
4.759999999999999787e+00 -9.330182714000000432e-01 2.474369869999999949e+01
4.750000000000000000e+00 -9.330182725000000232e-01 2.354569672999999952e+01
4.740000000000000213e+00 -9.330182727000000398e-01 2.240761350000000007e+01
4.730000000000000426e+00 -9.330182734999999949e-01 2.132767319999999955e+01
4.719999999999999751e+00 -9.330182755000000494e-01 2.030252199999999974e+01
4.709999999999999964e+00 -9.330182786999999811e-01 1.932897640999999922e+01
4.700000000000000178e+00 -9.330182823999999542e-01 1.840444739000000141e+01
4.690000000000000391e+00 -9.330182863999999521e-01 1.752592509999999848e+01
4.679999999999999716e+00 -9.330182903999999500e-01 1.669127513999999834e+01
4.669999999999999929e+00 -9.330182943000000506e-01 1.589823424999999979e+01
4.660000000000000142e+00 -9.330182980000000237e-01 1.514463690000000007e+01
4.650000000000000355e+00 -9.330183012999999637e-01 1.442843902999999983e+01
4.639999999999999680e+00 -9.330183043999999981e-01 1.374770037999999950e+01
4.629999999999999893e+00 -9.330183070999999995e-01 1.310054215000000077e+01
4.620000000000000107e+00 -9.330183092999999594e-01 1.248524126999999950e+01
4.610000000000000320e+00 -9.330183112000000056e-01 1.190014608999999979e+01
4.599999999999999645e+00 -9.330183126000000104e-01 1.134369442999999933e+01
4.589999999999999858e+00 -9.330183134999999739e-01 1.081440785000000027e+01
4.580000000000000071e+00 -9.330183139000000070e-01 1.031088985000000058e+01
4.570000000000000284e+00 -9.330183139000000070e-01 9.831813020000000236e+00
4.559999999999999609e+00 -9.330183133999999656e-01 9.375926939999999377e+00
4.549999999999999822e+00 -9.330183125000000022e-01 8.942044429999999267e+00
4.540000000000000036e+00 -9.330183113000000139e-01 8.529045970000000310e+00
4.530000000000000249e+00 -9.330183099000000091e-01 8.135864619999999547e+00
4.519999999999999574e+00 -9.330183081999999795e-01 7.761493599999999660e+00
4.509999999999999787e+00 -9.330183064000000526e-01 7.404977620000000371e+00
4.500000000000000000e+00 -9.330183047000000229e-01 7.065411219999999659e+00
4.490000000000000213e+00 -9.330183029999999933e-01 6.741935780000000378e+00
4.480000000000000426e+00 -9.330183015999999885e-01 6.433736790000000205e+00
4.469999999999999751e+00 -9.330183005000000085e-01 6.140041229999999572e+00
4.459999999999999964e+00 -9.330182999999999671e-01 5.860114760000000089e+00
4.450000000000000178e+00 -9.330183002999999919e-01 5.593259210000000259e+00
4.440000000000000391e+00 -9.330183018000000050e-01 5.338810379999999967e+00
4.429999999999999716e+00 -9.330183049000000395e-01 5.096137220000000134e+00
4.419999999999999929e+00 -9.330183103000000422e-01 4.864644359999999779e+00
4.410000000000000142e+00 -9.330183189999999849e-01 4.643780689999999822e+00
4.400000000000000355e+00 -9.330183320999999586e-01 4.433052080000000394e+00
4.389999999999999680e+00 -9.330183502000000129e-01 4.232014580000000414e+00
4.379999999999999893e+00 -9.330183727999999954e-01 4.040257869999999585e+00
4.370000000000000107e+00 -9.330183977999999545e-01 3.857338239999999807e+00
4.360000000000000320e+00 -9.330184214000000198e-01 3.682773619999999859e+00
4.349999999999999645e+00 -9.330184394999999631e-01 3.516065569999999862e+00
4.339999999999999858e+00 -9.330184500000000547e-01 3.356781880000000218e+00
4.330000000000000071e+00 -9.330184529999999699e-01 3.204594440000000155e+00
4.320000000000000284e+00 -9.330184511000000347e-01 3.059231410000000206e+00
4.309999999999999609e+00 -9.330184473000000533e-01 2.920405960000000078e+00
4.299999999999999822e+00 -9.330184438999999941e-01 2.787790929999999889e+00
4.290000000000000036e+00 -9.330184417000000341e-01 2.661045699999999847e+00
4.280000000000000249e+00 -9.330184406999999513e-01 2.539851119999999796e+00
4.269999999999999574e+00 -9.330184406999999513e-01 2.423921889999999912e+00
4.259999999999999787e+00 -9.330184415000000175e-01 2.313000970000000045e+00
4.250000000000000000e+00 -9.330184430000000306e-01 2.206850359999999789e+00
4.240000000000000213e+00 -9.330184455000000154e-01 2.105245050000000173e+00
4.230000000000000426e+00 -9.330184489999999720e-01 2.007970330000000025e+00
4.219999999999999751e+00 -9.330184538000000360e-01 1.914820919999999926e+00
4.209999999999999964e+00 -9.330184598999999857e-01 1.825600810000000074e+00
4.200000000000000178e+00 -9.330184673000000428e-01 1.740123309999999979e+00
4.190000000000000391e+00 -9.330184760999999938e-01 1.658211019999999980e+00
4.179999999999999716e+00 -9.330184862999999496e-01 1.579695489999999980e+00
4.169999999999999929e+00 -9.330184978000000129e-01 1.504415669999999983e+00
4.160000000000000142e+00 -9.330185106999999700e-01 1.432218339999999923e+00
4.150000000000000355e+00 -9.330185251999999485e-01 1.362963350000000018e+00
4.139999999999999680e+00 -9.330185414999999649e-01 1.296513189999999982e+00
4.129999999999999893e+00 -9.330185598000000358e-01 1.232736150000000031e+00
4.120000000000000107e+00 -9.330185804999999721e-01 1.171507829999999917e+00
4.110000000000000320e+00 -9.330186042000000457e-01 1.112709790000000032e+00
4.099999999999999645e+00 -9.330186314999999730e-01 1.056229180000000101e+00
4.089999999999999858e+00 -9.330186632000000424e-01 1.001958700000000091e+00
4.080000000000000071e+00 -9.330187003000000034e-01 9.497967800000000071e-01
4.070000000000000284e+00 -9.330187441999999720e-01 8.996480999999999506e-01
4.059999999999999609e+00 -9.330187963999999612e-01 8.514242499999999936e-01
4.049999999999999822e+00 -9.330188582999999758e-01 8.050443200000000354e-01
4.040000000000000036e+00 -9.330189313000000206e-01 7.604342499999999783e-01
4.030000000000000249e+00 -9.330190154999999930e-01 7.175248800000000315e-01
4.019999999999999574e+00 -9.330191098000000238e-01 6.762468299999999655e-01
4.009999999999999787e+00 -9.330192116000000091e-01 6.365276699999999899e-01
4.000000000000000000e+00 -9.330193170999999674e-01 5.982916200000000240e-01
3.990000000000000213e+00 -9.330194222000000037e-01 5.614638499999999866e-01
3.979999999999999982e+00 -9.330195235999999559e-01 5.259753200000000239e-01
3.970000000000000195e+00 -9.330196186000000447e-01 4.917647499999999727e-01
3.959999999999999964e+00 -9.330197058000000432e-01 4.587776800000000210e-01
3.950000000000000178e+00 -9.330197847000000211e-01 4.269646899999999801e-01
3.939999999999999947e+00 -9.330198557000000115e-01 3.962798399999999943e-01
3.930000000000000160e+00 -9.330199203000000274e-01 3.666789500000000035e-01
3.919999999999999929e+00 -9.330199805000000124e-01 3.381181400000000115e-01
3.910000000000000142e+00 -9.330200385000000374e-01 3.105534699999999981e-01
3.899999999999999911e+00 -9.330200967999999762e-01 2.839416799999999741e-01
3.890000000000000124e+00 -9.330201573999999942e-01 2.582411499999999749e-01
3.879999999999999893e+00 -9.330202224000000433e-01 2.334124700000000108e-01
3.870000000000000107e+00 -9.330202935000000419e-01 2.094183599999999978e-01
3.859999999999999876e+00 -9.330203722000000033e-01 1.862234299999999954e-01
3.850000000000000089e+00 -9.330204599000000432e-01 1.637938700000000081e-01
3.839999999999999858e+00 -9.330205576000000223e-01 1.420973199999999992e-01
3.830000000000000071e+00 -9.330206659999999985e-01 1.211029099999999942e-01
3.819999999999999840e+00 -9.330207861000000547e-01 1.007812599999999975e-01
3.810000000000000053e+00 -9.330209186000000265e-01 8.110452999999999413e-02
3.799999999999999822e+00 -9.330210646000000052e-01 6.204642999999999964e-02
3.790000000000000036e+00 -9.330212251999999706e-01 4.358215000000000006e-02
3.779999999999999805e+00 -9.330214018000000387e-01 2.568826999999999916e-02
3.770000000000000018e+00 -9.330215965000000500e-01 8.342789999999999234e-03
3.759999999999999787e+00 -9.330218111000000425e-01 -8.474960000000000132e-03
3.750000000000000000e+00 -9.330220478999999845e-01 -2.478429999999999869e-02
3.740000000000000213e+00 -9.330223091999999552e-01 -4.060321000000000069e-02
3.729999999999999982e+00 -9.330225969000000008e-01 -5.594869000000000231e-02
3.720000000000000195e+00 -9.330229124000000152e-01 -7.083672000000000579e-02
3.709999999999999964e+00 -9.330232561000000313e-01 -8.528259000000000534e-02
3.700000000000000178e+00 -9.330236272999999914e-01 -9.930208999999999564e-02
3.689999999999999947e+00 -9.330240241999999684e-01 -1.129110100000000061e-01
3.680000000000000160e+00 -9.330244439999999528e-01 -1.261252900000000010e-01
3.669999999999999929e+00 -9.330248834000000047e-01 -1.389606999999999926e-01
3.660000000000000142e+00 -9.330253388999999453e-01 -1.514323999999999948e-01
3.649999999999999911e+00 -9.330258070000000403e-01 -1.635547599999999935e-01
3.640000000000000124e+00 -9.330262845000000249e-01 -1.753413199999999950e-01
3.629999999999999893e+00 -9.330267683999999839e-01 -1.868049499999999974e-01
3.620000000000000107e+00 -9.330272563999999491e-01 -1.979577499999999879e-01
3.609999999999999876e+00 -9.330277472000000349e-01 -2.088110900000000048e-01
3.600000000000000089e+00 -9.330282403999999863e-01 -2.193754699999999891e-01
3.589999999999999858e+00 -9.330287371000000052e-01 -2.296605899999999978e-01
3.580000000000000071e+00 -9.330292397999999654e-01 -2.396754700000000016e-01
3.569999999999999840e+00 -9.330297521000000538e-01 -2.494287099999999979e-01
3.560000000000000053e+00 -9.330302781999999517e-01 -2.589286399999999877e-01
3.549999999999999822e+00 -9.330308231999999702e-01 -2.681834699999999794e-01
3.540000000000000036e+00 -9.330313921999999760e-01 -2.772013700000000025e-01
3.529999999999999805e+00 -9.330319902999999471e-01 -2.859904099999999727e-01
3.520000000000000018e+00 -9.330326222999999475e-01 -2.945585399999999798e-01
3.509999999999999787e+00 -9.330332931999999468e-01 -3.029135199999999917e-01
3.500000000000000000e+00 -9.330340075999999927e-01 -3.110628200000000176e-01
3.490000000000000213e+00 -9.330347700000000133e-01 -3.190135299999999896e-01
3.479999999999999982e+00 -9.330355849000000479e-01 -3.267723699999999787e-01
3.470000000000000195e+00 -9.330364567000000164e-01 -3.343456100000000153e-01
3.459999999999999964e+00 -9.330373896000000444e-01 -3.417391000000000179e-01
3.450000000000000178e+00 -9.330383875000000105e-01 -3.489583299999999833e-01
3.439999999999999947e+00 -9.330394539999999903e-01 -3.560085399999999844e-01
3.430000000000000160e+00 -9.330405920000000020e-01 -3.628947299999999987e-01
3.419999999999999929e+00 -9.330418033999999805e-01 -3.696216199999999841e-01
3.410000000000000142e+00 -9.330430891000000004e-01 -3.761939300000000097e-01
3.399999999999999911e+00 -9.330444492999999673e-01 -3.826165699999999892e-01
3.390000000000000124e+00 -9.330458829000000121e-01 -3.888943699999999892e-01
3.379999999999999893e+00 -9.330473883000000024e-01 -3.950321399999999761e-01
3.370000000000000107e+00 -9.330489633999999866e-01 -4.010345699999999791e-01
3.359999999999999876e+00 -9.330506056999999798e-01 -4.069062800000000091e-01
3.350000000000000089e+00 -9.330523126999999972e-01 -4.126517000000000102e-01
3.339999999999999858e+00 -9.330540821999999679e-01 -4.182751000000000108e-01
3.330000000000000071e+00 -9.330559124999999732e-01 -4.237805700000000231e-01
3.319999999999999840e+00 -9.330578023000000165e-01 -4.291719700000000137e-01
3.310000000000000053e+00 -9.330597516999999952e-01 -4.344529100000000255e-01
3.299999999999999822e+00 -9.330617616999999919e-01 -4.396267600000000053e-01
3.290000000000000036e+00 -9.330638347999999915e-01 -4.446966399999999764e-01
3.279999999999999805e+00 -9.330659748999999836e-01 -4.496654500000000221e-01
3.270000000000000018e+00 -9.330681873999999709e-01 -4.545359199999999822e-01
3.259999999999999787e+00 -9.330704790999999609e-01 -4.593106000000000133e-01
3.250000000000000000e+00 -9.330728579000000522e-01 -4.639919900000000208e-01
3.240000000000000213e+00 -9.330753327999999902e-01 -4.685824900000000182e-01
3.229999999999999982e+00 -9.330779130999999893e-01 -4.730844599999999844e-01
3.220000000000000195e+00 -9.330806096000000549e-01 -4.775002199999999752e-01
