5.000000000000000000e+00,-9.302425082999999928e-01,-2.528938299999999861e-01,-2.528938000000000019e-01
4.990000000000000213e+00,-9.302430026000000352e-01,-2.531159199999999942e-01,-2.531158900000000100e-01
4.980000000000000426e+00,-9.302434881000000155e-01,-2.533452600000000166e-01,-2.533452400000000271e-01
4.969999999999999751e+00,-9.302439647000000367e-01,-2.535779200000000122e-01,-2.535779100000000175e-01
4.959999999999999964e+00,-9.302444324999999958e-01,-2.538124900000000017e-01,-2.538124800000000070e-01
4.950000000000000178e+00,-9.302448913999999958e-01,-2.540484800000000210e-01,-2.540484700000000262e-01
4.940000000000000391e+00,-9.302453415000000447e-01,-2.542857299999999876e-01,-2.542857299999999876e-01
4.929999999999999716e+00,-9.302457829000000400e-01,-2.545242699999999969e-01,-2.545242699999999969e-01
4.919999999999999929e+00,-9.302462154999999733e-01,-2.547641600000000173e-01,-2.547641500000000225e-01
4.910000000000000142e+00,-9.302466392999999556e-01,-2.550055199999999855e-01,-2.550054999999999961e-01
4.900000000000000355e+00,-9.302470545000000035e-01,-2.552485299999999735e-01,-2.552485199999999788e-01
4.889999999999999680e+00,-9.302474609999999977e-01,-2.554935999999999874e-01,-2.554935799999999979e-01
4.879999999999999893e+00,-9.302478585000000244e-01,-2.557416599999999818e-01,-2.557416399999999923e-01
4.870000000000000107e+00,-9.302482469999999726e-01,-2.559954500000000133e-01,-2.559954199999999735e-01
4.860000000000000320e+00,-9.302486261000000312e-01,-2.562650399999999995e-01,-2.562650100000000153e-01
4.849999999999999645e+00,-9.302489953000000478e-01,-2.566029300000000068e-01,-2.566029000000000226e-01
4.839999999999999858e+00,-9.302493540999999810e-01,-2.575183999999999807e-01,-2.575183699999999964e-01
4.830000000000000071e+00,-9.302497015999999785e-01,-2.827189900000000033e-01,-2.827189600000000191e-01
4.820000000000000284e+00,-9.302500369999999741e-01,-3.351783099999999793e-01,-3.351782799999999951e-01
4.809999999999999609e+00,-9.302503591999999877e-01,-2.586461400000000244e-01,-2.586460999999999899e-01
4.799999999999999822e+00,-9.302506668000000145e-01,-2.579001499999999947e-01,-2.579001100000000157e-01
4.790000000000000036e+00,-9.302509585999999553e-01,-2.580852499999999883e-01,-2.580852100000000093e-01
4.780000000000000249e+00,-9.302512330000000107e-01,-2.584154100000000120e-01,-2.584153599999999829e-01
4.769999999999999574e+00,-9.302514883000000401e-01,-2.590331100000000109e-01,-2.590330499999999869e-01
4.759999999999999787e+00,-9.302517227000000055e-01,-2.612816000000000027e-01,-2.612815399999999788e-01
4.750000000000000000e+00,-9.302519344999999884e-01,-2.673780599999999730e-01,-2.673779900000000098e-01
4.740000000000000213e+00,-9.302521217000000453e-01,-2.436032399999999987e-01,-2.436031499999999905e-01
4.730000000000000426e+00,-9.302522825000000273e-01,-2.652663800000000238e-01,-2.652662900000000157e-01
4.719999999999999751e+00,-9.302524148999999909e-01,-2.611142000000000185e-01,-2.611141000000000156e-01
4.709999999999999964e+00,-9.302525172000000175e-01,-2.604974199999999795e-01,-2.604972999999999872e-01
4.700000000000000178e+00,-9.302525876999999666e-01,-2.605332300000000045e-01,-2.605331000000000174e-01
4.690000000000000391e+00,-9.302526246000000221e-01,-2.607276600000000277e-01,-2.607275199999999904e-01
4.679999999999999716e+00,-9.302526263999999490e-01,-2.609729399999999866e-01,-2.609727900000000100e-01
4.669999999999999929e+00,-9.302525915999999562e-01,-2.612376399999999932e-01,-2.612374800000000219e-01
4.660000000000000142e+00,-9.302525190000000554e-01,-2.615106799999999954e-01,-2.615105099999999738e-01
4.650000000000000355e+00,-9.302524072000000199e-01,-2.617877599999999805e-01,-2.617875800000000197e-01
4.639999999999999680e+00,-9.302522552999999972e-01,-2.620672900000000083e-01,-2.620670900000000025e-01
4.629999999999999893e+00,-9.302520620999999990e-01,-2.623487400000000247e-01,-2.623485300000000242e-01
4.620000000000000107e+00,-9.302518268999999673e-01,-2.626320699999999952e-01,-2.626318400000000053e-01
4.610000000000000320e+00,-9.302515488000000499e-01,-2.629173799999999783e-01,-2.629171299999999989e-01
4.599999999999999645e+00,-9.302512271999999749e-01,-2.632048499999999902e-01,-2.632045700000000266e-01
4.589999999999999858e+00,-9.302508584999999997e-01,-2.634946699999999864e-01,-2.634943699999999778e-01
4.580000000000000071e+00,-9.302504478999999993e-01,-2.637871600000000205e-01,-2.637868400000000224e-01
4.570000000000000284e+00,-9.302499921000000338e-01,-2.640827700000000222e-01,-2.640824299999999791e-01
4.559999999999999609e+00,-9.302494907999999674e-01,-2.643823599999999829e-01,-2.643819800000000164e-01
4.549999999999999822e+00,-9.302489433999999724e-01,-2.646876499999999965e-01,-2.646872499999999850e-01
4.540000000000000036e+00,-9.302483497000000323e-01,-2.650024699999999900e-01,-2.650020299999999995e-01
4.530000000000000249e+00,-9.302477091999999947e-01,-2.653359800000000268e-01,-2.653355000000000019e-01
4.519999999999999574e+00,-9.302470216999999542e-01,-2.657120399999999827e-01,-2.657115299999999736e-01
4.509999999999999787e+00,-9.302462866999999802e-01,-2.661987100000000050e-01,-2.661981600000000170e-01
4.500000000000000000e+00,-9.302455039000000481e-01,-2.670055199999999962e-01,-2.670049299999999737e-01
4.490000000000000213e+00,-9.302446725999999888e-01,-2.687228700000000026e-01,-2.687222400000000011e-01
4.480000000000000426e+00,-9.302437923999999914e-01,-2.705809399999999920e-01,-2.705802700000000116e-01
4.469999999999999751e+00,-9.302428628000000144e-01,-2.545449000000000184e-01,-2.545441800000000088e-01
4.459999999999999964e+00,-9.302418829999999916e-01,-2.631638399999999822e-01,-2.631630699999999989e-01
4.450000000000000178e+00,-9.302408523999999845e-01,-2.720068099999999878e-01,-2.720059899999999753e-01
4.440000000000000391e+00,-9.302397704000000545e-01,-2.705863600000000257e-01,-2.705854999999999788e-01
4.429999999999999716e+00,-9.302386363000000324e-01,-2.705671299999999890e-01,-2.705662099999999737e-01
4.419999999999999929e+00,-9.302374495999999882e-01,-2.751264400000000276e-01,-2.751254599999999884e-01
4.410000000000000142e+00,-9.302362097999999913e-01,-2.962996099999999911e-01,-2.962985699999999833e-01
4.400000000000000355e+00,-9.302349166000000169e-01,-2.422146099999999969e-01,-2.422135199999999877e-01
4.389999999999999680e+00,-9.302335698000000486e-01,-2.778707200000000155e-01,-2.778695700000000102e-01
4.379999999999999893e+00,-9.302321697000000000e-01,-2.714985200000000209e-01,-2.714972999999999970e-01
4.370000000000000107e+00,-9.302307169000000320e-01,-2.708214299999999741e-01,-2.708201399999999870e-01
4.360000000000000320e+00,-9.302292119999999720e-01,-2.709222399999999809e-01,-2.709208799999999751e-01
4.349999999999999645e+00,-9.302276564000000469e-01,-2.711875699999999889e-01,-2.711861300000000252e-01
4.339999999999999858e+00,-9.302260516000000479e-01,-2.715021100000000187e-01,-2.715005999999999808e-01
4.330000000000000071e+00,-9.302243998000000458e-01,-2.718370700000000140e-01,-2.718354700000000235e-01
4.320000000000000284e+00,-9.302227034000000172e-01,-2.721844400000000275e-01,-2.721827499999999733e-01
4.309999999999999609e+00,-9.302209654999999966e-01,-2.725430999999999826e-01,-2.725413199999999758e-01
4.299999999999999822e+00,-9.302191894000000350e-01,-2.729159199999999785e-01,-2.729140400000000244e-01
4.290000000000000036e+00,-9.302173787999999943e-01,-2.733106399999999936e-01,-2.733086499999999863e-01
4.280000000000000249e+00,-9.302155379000000002e-01,-2.737440600000000113e-01,-2.737419600000000064e-01
