5.000000000000000000e+00 -5.608813343069999746e+01 -5.608813236000000302e+01 -5.580742353000000122e+01 -5.575142838000000012e+01 -5.573528061999999750e+01 -5.572278887000000225e+01 -5.571255931000000317e+01 -5.569134130999999854e+01 -5.569048716999999726e+01 -5.568684495000000112e+01 -5.567839304999999683e+01 -5.567680422000000107e+01 -5.567324929000000111e+01 -5.565273545000000155e+01 -5.564350584999999683e+01 -5.563547652999999826e+01 -5.563521326000000045e+01 -5.562424716999999674e+01 -5.560759846999999922e+01 -5.560019701000000225e+01 -5.559685704999999700e+01 -5.559098544999999802e+01 -5.557540525000000287e+01 -5.556986964000000029e+01 -5.554728043000000071e+01 -5.554715843999999692e+01 -5.553046780999999754e+01 -5.552638456999999761e+01 -5.552575999999999823e+01 -5.552382370000000122e+01 -5.551636469999999690e+01
4.950000000000000178e+00 -5.608813359949999722e+01 -5.608813231999999971e+01 -5.580742950999999863e+01 -5.575142763000000201e+01 -5.573561027000000223e+01 -5.572287904000000225e+01 -5.571259540999999871e+01 -5.569152749999999941e+01 -5.569034389000000118e+01 -5.568685045000000144e+01 -5.567858715999999930e+01 -5.567690505000000201e+01 -5.567316105999999820e+01 -5.565274010000000260e+01 -5.564351130000000012e+01 -5.563551982999999979e+01 -5.563535506000000197e+01 -5.562464071000000132e+01 -5.560769559999999956e+01 -5.560025661000000241e+01 -5.559774168999999944e+01 -5.559118579999999810e+01 -5.557488186999999868e+01 -5.557059070999999761e+01 -5.554756103999999794e+01 -5.554699422000000197e+01 -5.553052447000000313e+01 -5.552727823000000029e+01 -5.552633629000000326e+01 -5.552382732000000232e+01 -5.551640849000000344e+01
4.900000000000000355e+00 -5.608813378100000335e+01 -5.608813226000000185e+01 -5.580743607000000139e+01 -5.575142681999999894e+01 -5.573595567999999645e+01 -5.572296707999999654e+01 -5.571263512000000162e+01 -5.569169863999999848e+01 -5.569018705999999952e+01 -5.568685609999999997e+01 -5.567879087000000027e+01 -5.567700986999999913e+01 -5.567306887000000160e+01 -5.565274493999999805e+01 -5.564351663000000059e+01 -5.563559328000000193e+01 -5.563546156999999681e+01 -5.562503073999999970e+01 -5.560780317999999767e+01 -5.560032302999999843e+01 -5.559864678999999654e+01 -5.559136477999999926e+01 -5.557435006000000044e+01 -5.557130716999999720e+01 -5.554797617999999915e+01 -5.554671823000000330e+01 -5.553058009000000084e+01 -5.552817536999999959e+01 -5.552690925000000277e+01 -5.552383125000000064e+01 -5.551645493000000187e+01
4.849999999999999645e+00 -5.608813397760000186e+01 -5.608813218000000234e+01 -5.580744324999999861e+01 -5.575142592000000263e+01 -5.573631719000000118e+01 -5.572305287999999734e+01 -5.571267870999999872e+01 -5.569185407999999882e+01 -5.569001790000000085e+01 -5.568686189000000297e+01 -5.567900440999999745e+01 -5.567711849999999885e+01 -5.567297254000000351e+01 -5.565274998000000295e+01 -5.564352180000000203e+01 -5.563571247000000142e+01 -5.563551663999999874e+01 -5.562541707999999829e+01 -5.560792273999999935e+01 -5.560039682000000028e+01 -5.559956334000000311e+01 -5.559152842000000305e+01 -5.557381070000000278e+01 -5.557201822999999763e+01 -5.554840392999999921e+01 -5.554645550000000043e+01 -5.553063503999999995e+01 -5.552907491999999934e+01 -5.552747844999999671e+01 -5.552383560999999901e+01 -5.551650398999999680e+01
4.799999999999999822e+00 -5.608813419140000178e+01 -5.608813204999999869e+01 -5.580745111000000236e+01 -5.575142493999999971e+01 -5.573669514000000191e+01 -5.572313634999999721e+01 -5.571272642000000275e+01 -5.569199370999999843e+01 -5.568983732000000231e+01 -5.568686781000000252e+01 -5.567922794999999780e+01 -5.567723078000000214e+01 -5.567287187000000159e+01 -5.565275520000000142e+01 -5.564352674999999948e+01 -5.563584678000000139e+01 -5.563555033000000094e+01 -5.562579955999999726e+01 -5.560805644999999942e+01 -5.560048358000000235e+01 -5.560047853999999745e+01 -5.559168086999999758e+01 -5.557326470999999657e+01 -5.557272286999999977e+01 -5.554884429999999895e+01 -5.554620923000000232e+01 -5.553068973999999969e+01 -5.552997572999999676e+01 -5.552804351000000338e+01 -5.552384047000000322e+01 -5.551655558000000212e+01
4.750000000000000000e+00 -5.608813442459999976e+01 -5.608813188999999966e+01 -5.580745970000000256e+01 -5.575142386000000272e+01 -5.573708983000000217e+01 -5.572321742999999827e+01 -5.571277853000000135e+01 -5.569211768000000262e+01 -5.568964617000000317e+01 -5.568687388000000027e+01 -5.567946167000000202e+01 -5.567734647999999709e+01 -5.567276668000000228e+01 -5.565276061000000141e+01 -5.564353146999999922e+01 -5.563598097999999936e+01 -5.563557740000000251e+01 -5.562617802999999839e+01 -5.560820737000000236e+01 -5.560140006000000312e+01 -5.560056875000000076e+01 -5.559182490999999970e+01 -5.557342231999999882e+01 -5.557271066999999931e+01 -5.554929732000000087e+01 -5.554598271999999781e+01 -5.553087829999999769e+01 -5.553074292000000156e+01 -5.552860411999999712e+01 -5.552384593000000024e+01 -5.551660958000000079e+01
4.700000000000000178e+00 -5.608813467849999768e+01 -5.608813167000000277e+01 -5.580746910999999955e+01 -5.575142266000000291e+01 -5.573750153000000296e+01 -5.572329605000000186e+01 -5.571283532999999721e+01 -5.569222632000000317e+01 -5.568944534999999973e+01 -5.568688010000000332e+01 -5.567970571000000035e+01 -5.567746530000000149e+01 -5.567265672999999992e+01 -5.565276621000000290e+01 -5.564353590999999710e+01 -5.563611087000000310e+01 -5.563560161000000193e+01 -5.562655234999999720e+01 -5.560837993999999895e+01 -5.560230468999999687e+01 -5.560066805000000301e+01 -5.559196244000000320e+01 -5.557411301999999864e+01 -5.557215183000000280e+01 -5.554976298999999784e+01 -5.554577936999999821e+01 -5.553177746000000070e+01 -5.553079893999999683e+01 -5.552916001999999907e+01 -5.552385206999999667e+01 -5.551666580999999923e+01
4.650000000000000355e+00 -5.608813495390000270e+01 -5.608813138000000009e+01 -5.580747938999999747e+01 -5.575142134000000027e+01 -5.573793046000000118e+01 -5.572337216999999754e+01 -5.571289711000000011e+01 -5.569232012999999881e+01 -5.568923576000000253e+01 -5.568688652000000161e+01 -5.567996017000000109e+01 -5.567758692000000309e+01 -5.567254179999999764e+01 -5.565277198999999797e+01 -5.564354007000000024e+01 -5.563623462000000330e+01 -5.563562439999999754e+01 -5.562692240999999882e+01 -5.560858070999999825e+01 -5.560318777999999895e+01 -5.560077698999999996e+01 -5.559209466000000077e+01 -5.557479601000000002e+01 -5.557158674000000076e+01 -5.555024128000000161e+01 -5.554560268000000178e+01 -5.553267544999999927e+01 -5.553085470999999984e+01 -5.552971105999999679e+01 -5.552385894999999749e+01 -5.551672406000000137e+01
4.599999999999999645e+00 -5.608813525040000059e+01 -5.608813100999999790e+01 -5.580749062000000293e+01 -5.575141986999999943e+01 -5.573837680999999833e+01 -5.572344574000000250e+01 -5.571296416999999934e+01 -5.569239979000000318e+01 -5.568901836999999944e+01 -5.568689315999999678e+01 -5.568022512999999662e+01 -5.567771095999999886e+01 -5.567242165999999770e+01 -5.565277794000000000e+01 -5.564354395000000153e+01 -5.563635100999999850e+01 -5.563564671000000317e+01 -5.562728810000000124e+01 -5.560881919999999923e+01 -5.560403678000000127e+01 -5.560089613000000242e+01 -5.559222231999999764e+01 -5.557547059000000189e+01 -5.557101563999999883e+01 -5.555073214000000092e+01 -5.554545614999999970e+01 -5.553357015999999646e+01 -5.553091144999999784e+01 -5.553025720000000121e+01 -5.552386659999999807e+01 -5.551678401000000207e+01
4.549999999999999822e+00 -5.608813556610000006e+01 -5.608813054000000164e+01 -5.580750288000000126e+01 -5.575141825000000040e+01 -5.573884075000000138e+01 -5.572351674000000088e+01 -5.571303683000000007e+01 -5.569246611999999885e+01 -5.568879414999999966e+01 -5.568690009000000174e+01 -5.568050061999999656e+01 -5.567783696000000049e+01 -5.567229603999999910e+01 -5.565278407000000271e+01 -5.564354756000000179e+01 -5.563645896999999962e+01 -5.563566939999999761e+01 -5.562764934999999866e+01 -5.560910881000000217e+01 -5.560483540999999974e+01 -5.560102598000000285e+01 -5.559234576000000061e+01 -5.557613623999999675e+01 -5.557043851000000245e+01 -5.555123551999999876e+01 -5.554534326999999649e+01 -5.553446036999999791e+01 -5.553096942999999897e+01 -5.553079858000000257e+01 -5.552387505000000090e+01 -5.551684532000000161e+01
4.500000000000000000e+00 -5.608813589750000261e+01 -5.608812994000000174e+01 -5.580751628000000153e+01 -5.575141645000000068e+01 -5.573932239999999894e+01 -5.572358512999999647e+01 -5.571311543000000199e+01 -5.569252012999999835e+01 -5.568856413000000316e+01 -5.568690742999999799e+01 -5.568078659999999758e+01 -5.567796444999999750e+01 -5.567216470999999700e+01 -5.565279036999999818e+01 -5.564355093000000352e+01 -5.563655751000000294e+01 -5.563569339000000014e+01 -5.562800611000000117e+01 -5.560946644999999933e+01 -5.560556378999999794e+01 -5.560116708000000330e+01 -5.559246511999999996e+01 -5.557679255000000040e+01 -5.556985521000000006e+01 -5.555175133000000187e+01 -5.554526744000000349e+01 -5.553534489999999835e+01 -5.553133548999999647e+01 -5.553102888000000092e+01 -5.552388427999999720e+01 -5.551690757000000076e+01
4.450000000000000178e+00 -5.608813623910000246e+01 -5.608812918000000280e+01 -5.580753090999999699e+01 -5.575141444999999862e+01 -5.573982185999999928e+01 -5.572365091999999720e+01 -5.571320030999999773e+01 -5.569256297999999816e+01 -5.568832927999999782e+01 -5.568691532999999794e+01 -5.568108300000000099e+01 -5.567809285999999958e+01 -5.567202739999999750e+01 -5.565279684000000060e+01 -5.564355412999999828e+01 -5.563664562000000302e+01 -5.563571972999999815e+01 -5.562835833999999835e+01 -5.560990892000000230e+01 -5.560620203999999944e+01 -5.560131987999999836e+01 -5.559258027999999996e+01 -5.557743914999999646e+01 -5.556926548999999937e+01 -5.555227948000000282e+01 -5.554523185000000041e+01 -5.553622256999999962e+01 -5.553186852000000329e+01 -5.553108991999999944e+01 -5.552389421000000169e+01 -5.551697028000000245e+01
4.400000000000000355e+00 -5.608813658329999896e+01 -5.608812821000000071e+01 -5.580754687999999675e+01 -5.575141226000000216e+01 -5.574033917999999943e+01 -5.572371408000000059e+01 -5.571329183000000285e+01 -5.569259598000000011e+01 -5.568809056999999996e+01 -5.568692400999999847e+01 -5.568138961999999736e+01 -5.567822158999999971e+01 -5.567188387000000205e+01 -5.565280348000000288e+01 -5.564355722999999898e+01 -5.563672226999999992e+01 -5.563574961999999857e+01 -5.562870601000000192e+01 -5.561044520000000091e+01 -5.560673787000000345e+01 -5.560148479000000066e+01 -5.559269101999999663e+01 -5.557807571000000024e+01 -5.556866902000000152e+01 -5.555281985999999961e+01 -5.554523944999999685e+01 -5.553709227000000226e+01 -5.553239853000000181e+01 -5.553115259999999864e+01 -5.552390476000000064e+01 -5.551703287000000131e+01
4.349999999999999645e+00 -5.608813691999999662e+01 -5.608812700000000007e+01 -5.580756431999999734e+01 -5.575140983000000006e+01 -5.574087440000000271e+01 -5.572377462000000037e+01 -5.571339034999999740e+01 -5.569262060999999875e+01 -5.568784890999999959e+01 -5.568693379999999848e+01 -5.568170618999999988e+01 -5.567835000000000178e+01 -5.567173386999999707e+01 -5.565281028999999791e+01 -5.564356032999999968e+01 -5.563678641999999996e+01 -5.563578447999999810e+01 -5.562904913999999934e+01 -5.561106969000000078e+01 -5.560717336999999816e+01 -5.560166217999999816e+01 -5.559279698000000280e+01 -5.557870196999999735e+01 -5.556806534999999769e+01 -5.555337233000000197e+01 -5.554529279999999858e+01 -5.553795290000000051e+01 -5.553292675000000145e+01 -5.553121689999999688e+01 -5.552391575000000046e+01 -5.551709472999999662e+01
4.299999999999999822e+00 -5.608813723690000330e+01 -5.608812549000000303e+01 -5.580758337999999696e+01 -5.575140718000000106e+01 -5.574142752000000200e+01 -5.572383253000000281e+01 -5.571349627000000027e+01 -5.569263846999999856e+01 -5.568760515999999683e+01 -5.568694518000000215e+01 -5.568203223999999807e+01 -5.567847738999999763e+01 -5.567157717999999988e+01 -5.565281728000000072e+01 -5.564356358999999941e+01 -5.563683696999999739e+01 -5.563582588999999956e+01 -5.562938772999999770e+01 -5.561176378999999770e+01 -5.560752335000000102e+01 -5.560185234000000065e+01 -5.559289780000000292e+01 -5.557931771999999881e+01 -5.556745396000000170e+01 -5.555393675999999914e+01 -5.554539396999999923e+01 -5.553880340999999987e+01 -5.553345476999999875e+01 -5.553128272000000010e+01 -5.552392697999999882e+01 -5.551715518000000316e+01
4.250000000000000000e+00 -5.608813751929999825e+01 -5.608812360000000297e+01 -5.580760420000000011e+01 -5.575140428000000270e+01 -5.574199851000000194e+01 -5.572388783000000245e+01 -5.571360998000000109e+01 -5.569265131000000224e+01 -5.568736008999999854e+01 -5.568695885999999717e+01 -5.568236710000000045e+01 -5.567860303999999871e+01 -5.567141361000000188e+01 -5.565282445999999794e+01 -5.564356717999999802e+01 -5.563687284000000233e+01 -5.563587566999999723e+01 -5.562972180999999949e+01 -5.561250421999999816e+01 -5.560780709000000144e+01 -5.560205547000000337e+01 -5.559299310000000105e+01 -5.557992279999999852e+01 -5.556683421999999695e+01 -5.555451297999999838e+01 -5.554554454000000163e+01 -5.553964280999999659e+01 -5.553398458000000204e+01 -5.553134985999999884e+01 -5.552393820000000346e+01 -5.551721349999999688e+01
