5.000000000000000000e+00,-9.996430510999999575e-01,-6.251434200000000052e-01,-6.251142800000000221e-01,-6.040871100000000382e-01,-6.012446900000000261e-01,-5.878393699999999722e-01,-5.878393699999999722e-01,-5.857592099999999746e-01,-5.857592099999999746e-01,-5.637705299999999919e-01,-5.624894799999999861e-01,-4.673131200000000263e-01,-4.672574600000000133e-01,-3.700128200000000200e-01,-3.700128200000000200e-01,-3.700073700000000021e-01,-3.700073700000000021e-01,-3.689390000000000169e-01,-3.689034999999999953e-01,-3.537010400000000221e-01,-3.536855600000000099e-01,-6.433690000000000242e-02,-6.433690000000000242e-02,-6.424567999999999945e-02,-6.424567999999999945e-02,-6.415487000000000273e-02,-6.415487000000000273e-02,-6.397509999999999308e-02,-6.397509999999999308e-02,-6.210836000000000134e-02,-6.153250999999999860e-02
4.990000000000000213e+00,-9.996430588000000395e-01,-6.251634900000000439e-01,-6.251338800000000306e-01,-6.042221800000000531e-01,-6.013684999999999725e-01,-5.878474299999999486e-01,-5.878474299999999486e-01,-5.857546200000000036e-01,-5.857546200000000036e-01,-5.637442999999999760e-01,-5.624495699999999543e-01,-4.674737299999999762e-01,-4.674176800000000020e-01,-3.702051599999999776e-01,-3.702051599999999776e-01,-3.701995499999999883e-01,-3.701995499999999883e-01,-3.688608299999999729e-01,-3.688238899999999876e-01,-3.538677800000000206e-01,-3.538525800000000276e-01,-6.433695000000000386e-02,-6.433695000000000386e-02,-6.424615000000000187e-02,-6.424615000000000187e-02,-6.415442000000000367e-02,-6.415442000000000367e-02,-6.397152999999999867e-02,-6.397152999999999867e-02,-6.206667999999999907e-02,-6.148411000000000154e-02
4.980000000000000426e+00,-9.996430665000000104e-01,-6.251839099999999538e-01,-6.251538300000000214e-01,-6.043576299999999790e-01,-6.014926400000000228e-01,-5.878555800000000442e-01,-5.878555800000000442e-01,-5.857500100000000431e-01,-5.857500100000000431e-01,-5.637173100000000270e-01,-5.624088099999999812e-01,-4.676356199999999741e-01,-4.675791799999999832e-01,-3.703981299999999921e-01,-3.703981299999999921e-01,-3.703923599999999761e-01,-3.703923599999999761e-01,-3.687832999999999806e-01,-3.687448500000000129e-01,-3.540327899999999861e-01,-3.540179099999999912e-01,-6.433695000000000386e-02,-6.433695000000000386e-02,-6.424662000000000428e-02,-6.424662000000000428e-02,-6.415397000000000460e-02,-6.415397000000000460e-02,-6.396788000000000474e-02,-6.396788000000000474e-02,-6.202557000000000209e-02,-6.143619000000000163e-02
4.969999999999999751e+00,-9.996430741999999814e-01,-6.252046599999999676e-01,-6.251741100000000051e-01,-6.044934899999999667e-01,-6.016170699999999760e-01,-5.878638200000000369e-01,-5.878638200000000369e-01,-5.857453999999999716e-01,-5.857453999999999716e-01,-5.636895800000000234e-01,-5.623671999999999560e-01,-4.677988000000000146e-01,-4.677419800000000016e-01,-3.705917400000000028e-01,-3.705917400000000028e-01,-3.705858100000000155e-01,-3.705858100000000155e-01,-3.687066099999999902e-01,-3.686666000000000110e-01,-3.541958199999999946e-01,-3.541812899999999820e-01,-6.433690999999999716e-02,-6.433690999999999716e-02,-6.424710000000000143e-02,-6.424710000000000143e-02,-6.415350999999999693e-02,-6.415350999999999693e-02,-6.396414000000000266e-02,-6.396414000000000266e-02,-6.198511999999999772e-02,-6.138885000000000175e-02
4.959999999999999964e+00,-9.996430818999999524e-01,-6.252257700000000140e-01,-6.251947399999999710e-01,-6.046297200000000371e-01,-6.017417999999999934e-01,-5.878721599999999770e-01,-5.878721599999999770e-01,-5.857407799999999609e-01,-5.857407799999999609e-01,-5.636610899999999758e-01,-5.623247200000000001e-01,-4.679632699999999867e-01,-4.679060700000000073e-01,-3.707860000000000045e-01,-3.707860000000000045e-01,-3.707799099999999903e-01,-3.707798999999999956e-01,-3.686310099999999812e-01,-3.685893700000000273e-01,-3.543566000000000216e-01,-3.543424700000000205e-01,-6.433682999999999763e-02,-6.433682999999999763e-02,-6.424757999999999858e-02,-6.424757999999999858e-02,-6.415305000000000313e-02,-6.415305000000000313e-02,-6.396031000000000633e-02,-6.396031000000000633e-02,-6.194542000000000104e-02,-6.134219999999999950e-02
4.950000000000000178e+00,-9.996430896000000343e-01,-6.252472300000000427e-01,-6.252157200000000303e-01,-6.047663300000000186e-01,-6.018668200000000246e-01,-5.878805999999999754e-01,-5.878805999999999754e-01,-5.857361399999999607e-01,-5.857361399999999607e-01,-5.636318399999999951e-01,-5.622813700000000026e-01,-4.681290399999999963e-01,-4.680714699999999895e-01,-3.709809099999999971e-01,-3.709809099999999971e-01,-3.709746400000000222e-01,-3.709746400000000222e-01,-3.685567399999999938e-01,-3.685134099999999857e-01,-3.545148499999999925e-01,-3.545011699999999766e-01,-6.433669999999999667e-02,-6.433669999999999667e-02,-6.424807000000000434e-02,-6.424807000000000434e-02,-6.415257000000000598e-02,-6.415257000000000598e-02,-6.395639000000000185e-02,-6.395639000000000185e-02,-6.190659999999999913e-02,-6.129633999999999777e-02
4.940000000000000391e+00,-9.996430974000000136e-01,-6.252690499999999929e-01,-6.252370699999999504e-01,-6.049033000000000326e-01,-6.019921099999999692e-01,-5.878891400000000322e-01,-5.878891400000000322e-01,-5.857314999999999605e-01,-5.857314999999999605e-01,-5.636018200000000311e-01,-5.622371400000000241e-01,-4.682961099999999877e-01,-4.682381700000000091e-01,-3.711764699999999806e-01,-3.711764699999999806e-01,-3.711700199999999894e-01,-3.711700199999999894e-01,-3.684840600000000022e-01,-3.684389699999999768e-01,-3.546702700000000097e-01,-3.546570800000000134e-01,-6.433653000000000288e-02,-6.433653000000000288e-02,-6.424855999999999623e-02,-6.424855999999999623e-02,-6.415210000000000357e-02,-6.415210000000000357e-02,-6.395236999999999450e-02,-6.395236999999999450e-02,-6.186876000000000181e-02,-6.125138000000000110e-02
4.929999999999999716e+00,-9.996431050999999846e-01,-6.252912400000000259e-01,-6.252587899999999532e-01,-6.050406200000000290e-01,-6.021176599999999990e-01,-5.878977800000000364e-01,-5.878977800000000364e-01,-5.857268500000000211e-01,-5.857268500000000211e-01,-5.635710299999999728e-01,-5.621920400000000040e-01,-4.684644900000000112e-01,-4.684061900000000001e-01,-3.713726700000000158e-01,-3.713726700000000158e-01,-3.713660400000000084e-01,-3.713660400000000084e-01,-3.684132500000000254e-01,-3.683663400000000143e-01,-3.548225500000000143e-01,-3.548098900000000167e-01,-6.433629999999999904e-02,-6.433629999999999904e-02,-6.424905999999999673e-02,-6.424905999999999673e-02,-6.415162000000000642e-02,-6.415162000000000642e-02,-6.394826000000000676e-02,-6.394826000000000676e-02,-6.183200999999999975e-02,-6.120744000000000185e-02
4.919999999999999929e+00,-9.996431128999999638e-01,-6.253138099999999699e-01,-6.252808899999999781e-01,-6.051782900000000076e-01,-6.022434700000000030e-01,-5.879065199999999880e-01,-5.879065199999999880e-01,-5.857221799999999812e-01,-5.857221799999999812e-01,-5.635394700000000423e-01,-5.621460400000000135e-01,-4.686341800000000113e-01,-4.685755200000000231e-01,-3.715695299999999812e-01,-3.715695299999999812e-01,-3.715627100000000183e-01,-3.715627100000000183e-01,-3.683446200000000115e-01,-3.682958199999999960e-01,-3.549713500000000188e-01,-3.549592799999999881e-01,-6.433601999999999377e-02,-6.433601999999999377e-02,-6.424957000000000584e-02,-6.424957000000000584e-02,-6.415113000000000065e-02,-6.415113000000000065e-02,-6.394405000000000228e-02,-6.394405000000000228e-02,-6.179648000000000085e-02,-6.116466000000000264e-02
4.910000000000000142e+00,-9.996431207999999513e-01,-6.253367600000000470e-01,-6.253033700000000250e-01,-6.053162800000000399e-01,-6.023695100000000524e-01,-5.879153700000000482e-01,-5.879153700000000482e-01,-5.857175100000000523e-01,-5.857175100000000523e-01,-5.635071200000000280e-01,-5.620991499999999919e-01,-4.688051899999999828e-01,-4.687461700000000175e-01,-3.717670399999999931e-01,-3.717670399999999931e-01,-3.717600300000000191e-01,-3.717600300000000191e-01,-3.682784800000000192e-01,-3.682277199999999806e-01,-3.551163199999999853e-01,-3.551048800000000116e-01,-6.433569000000000093e-02,-6.433569000000000093e-02,-6.425008999999999582e-02,-6.425008999999999582e-02,-6.415063000000000015e-02,-6.415063000000000015e-02,-6.393973999999999491e-02,-6.393973999999999491e-02,-6.176229999999999914e-02,-6.112316000000000277e-02
4.900000000000000355e+00,-9.996431287000000498e-01,-6.253600999999999743e-01,-6.253262400000000332e-01,-6.054545900000000147e-01,-6.024957899999999755e-01,-5.879243100000000055e-01,-5.879243100000000055e-01,-5.857128299999999621e-01,-5.857128299999999621e-01,-5.634739899999999801e-01,-5.620513499999999496e-01,-4.689775099999999863e-01,-4.689181499999999780e-01,-3.719651999999999958e-01,-3.719651999999999958e-01,-3.719579900000000161e-01,-3.719579900000000161e-01,-3.682151599999999858e-01,-3.681623700000000166e-01,-3.552570800000000029e-01,-3.552463299999999990e-01,-6.433529999999999804e-02,-6.433529999999999804e-02,-6.425060999999999967e-02,-6.425060999999999967e-02,-6.415012999999999965e-02,-6.415012999999999965e-02,-6.393532999999999855e-02,-6.393532999999999855e-02,-6.172960999999999726e-02,-6.108307999999999793e-02
4.889999999999999680e+00,-9.996431366000000374e-01,-6.253838299999999739e-01,-6.253495100000000528e-01,-6.055932000000000537e-01,-6.026222799999999546e-01,-5.879333700000000107e-01,-5.879333700000000107e-01,-5.857081400000000437e-01,-5.857081400000000437e-01,-5.634400600000000203e-01,-5.620026500000000480e-01,-4.691511500000000168e-01,-4.690914600000000156e-01,-3.721640299999999790e-01,-3.721640199999999843e-01,-3.721566099999999988e-01,-3.721566099999999988e-01,-3.681550199999999995e-01,-3.681001199999999751e-01,-3.553932599999999886e-01,-3.553832399999999891e-01,-6.433485999999999372e-02,-6.433485999999999372e-02,-6.425113000000000352e-02,-6.425113000000000352e-02,-6.414962999999999915e-02,-6.414962999999999915e-02,-6.393081000000000458e-02,-6.393081000000000458e-02,-6.169854000000000310e-02,-6.104456999999999939e-02
