5.000000000000000000e+00,9.999881969999999676e-01,9.290000000000000480e-01,9.240000000000000435e-01,1.000699999999999923e+00,1.000699999999999923e+00,9.969999999999999973e-01,9.932999999999999607e-01,9.992999999999999661e-01,9.992999999999999661e-01,5.836000000000000076e-01,5.897000000000000020e-01,1.000499999999999945e+00,9.981999999999999762e-01,1.001900000000000013e+00,1.001900000000000013e+00
4.990000000000000213e+00,9.999878199999999717e-01,9.280000000000000471e-01,9.227999999999999536e-01,1.000699999999999923e+00,1.000699999999999923e+00,9.969999999999999973e-01,9.933999999999999497e-01,9.992999999999999661e-01,9.992999999999999661e-01,5.836999999999999966e-01,5.898999999999999799e-01,1.000499999999999945e+00,9.981999999999999762e-01,1.002000000000000002e+00,1.002000000000000002e+00
4.980000000000000426e+00,9.999874319999999539e-01,9.270000000000000462e-01,9.215999999999999748e-01,1.000699999999999923e+00,1.000699999999999923e+00,9.969999999999999973e-01,9.933999999999999497e-01,9.992999999999999661e-01,9.992999999999999661e-01,5.837999999999999856e-01,5.900999999999999579e-01,1.000499999999999945e+00,9.981999999999999762e-01,1.002000000000000002e+00,1.002000000000000002e+00
4.969999999999999751e+00,9.999870309999999707e-01,9.260000000000000453e-01,9.203999999999999959e-01,1.000699999999999923e+00,1.000699999999999923e+00,9.969999999999999973e-01,9.933999999999999497e-01,9.992999999999999661e-01,9.992999999999999661e-01,5.838999999999999746e-01,5.903000000000000469e-01,1.000499999999999945e+00,9.980999999999999872e-01,1.002099999999999991e+00,1.002099999999999991e+00
4.959999999999999964e+00,9.999866179999999938e-01,9.250000000000000444e-01,9.192000000000000171e-01,1.000699999999999923e+00,1.000699999999999923e+00,9.969999999999999973e-01,9.935000000000000497e-01,9.992999999999999661e-01,9.992999999999999661e-01,5.839999999999999636e-01,5.905000000000000249e-01,1.000499999999999945e+00,9.980999999999999872e-01,1.002099999999999991e+00,1.002099999999999991e+00
4.950000000000000178e+00,9.999861909999999687e-01,9.239000000000000545e-01,9.180000000000000382e-01,1.000699999999999923e+00,1.000699999999999923e+00,9.969999999999999973e-01,9.935000000000000497e-01,9.992999999999999661e-01,9.992999999999999661e-01,5.842000000000000526e-01,5.907000000000000028e-01,1.000499999999999945e+00,9.980999999999999872e-01,1.002099999999999991e+00,1.002099999999999991e+00
4.940000000000000391e+00,9.999857519999999500e-01,9.227999999999999536e-01,9.166999999999999593e-01,1.000799999999999912e+00,1.000799999999999912e+00,9.969999999999999973e-01,9.935000000000000497e-01,9.991999999999999771e-01,9.991999999999999771e-01,5.843000000000000416e-01,5.909999999999999698e-01,1.000499999999999945e+00,9.979999999999999982e-01,1.002199999999999980e+00,1.002199999999999980e+00
4.929999999999999716e+00,9.999852980000000224e-01,9.217999999999999527e-01,9.153999999999999915e-01,1.000799999999999912e+00,1.000799999999999912e+00,9.969999999999999973e-01,9.936000000000000387e-01,9.991999999999999771e-01,9.991999999999999771e-01,5.845000000000000195e-01,5.911999999999999478e-01,1.000499999999999945e+00,9.979999999999999982e-01,1.002199999999999980e+00,1.002199999999999980e+00
4.919999999999999929e+00,9.999848300000000467e-01,9.206999999999999629e-01,9.142000000000000126e-01,1.000799999999999912e+00,1.000799999999999912e+00,9.969999999999999973e-01,9.936000000000000387e-01,9.991999999999999771e-01,9.991999999999999771e-01,5.846999999999999975e-01,5.915000000000000258e-01,1.000499999999999945e+00,9.979000000000000092e-01,1.002299999999999969e+00,1.002299999999999969e+00
4.910000000000000142e+00,9.999843470000000512e-01,9.195999999999999730e-01,9.129000000000000448e-01,1.000799999999999912e+00,1.000799999999999912e+00,9.969999999999999973e-01,9.936000000000000387e-01,9.991999999999999771e-01,9.991999999999999771e-01,5.848999999999999755e-01,5.917999999999999927e-01,1.000499999999999945e+00,9.979000000000000092e-01,1.002399999999999958e+00,1.002299999999999969e+00
4.900000000000000355e+00,9.999838490000000357e-01,9.184999999999999831e-01,9.115999999999999659e-01,1.000799999999999912e+00,1.000799999999999912e+00,9.969999999999999973e-01,9.936000000000000387e-01,9.991999999999999771e-01,9.991999999999999771e-01,5.850999999999999535e-01,5.920999999999999597e-01,1.000499999999999945e+00,9.979000000000000092e-01,1.002399999999999958e+00,1.002399999999999958e+00
4.889999999999999680e+00,9.999833350000000287e-01,9.173999999999999932e-01,9.102999999999999980e-01,1.000799999999999912e+00,1.000799999999999912e+00,9.969999999999999973e-01,9.937000000000000277e-01,9.990999999999999881e-01,9.990999999999999881e-01,5.853000000000000425e-01,5.924000000000000377e-01,1.000499999999999945e+00,9.978000000000000203e-01,1.002499999999999947e+00,1.002399999999999958e+00
4.879999999999999893e+00,9.999828050000000301e-01,9.162000000000000144e-01,9.089000000000000412e-01,1.000899999999999901e+00,1.000899999999999901e+00,9.969999999999999973e-01,9.937000000000000277e-01,9.990999999999999881e-01,9.990999999999999881e-01,5.856000000000000094e-01,5.927999999999999936e-01,1.000399999999999956e+00,9.978000000000000203e-01,1.002499999999999947e+00,1.002499999999999947e+00
4.870000000000000107e+00,9.999822590000000400e-01,9.151000000000000245e-01,9.075999999999999623e-01,1.000899999999999901e+00,1.000899999999999901e+00,9.969999999999999973e-01,9.937000000000000277e-01,9.990999999999999881e-01,9.990999999999999881e-01,5.857999999999999874e-01,5.930999999999999606e-01,1.000399999999999956e+00,9.977000000000000313e-01,1.002599999999999936e+00,1.002499999999999947e+00
4.860000000000000320e+00,9.999816950000000038e-01,9.139000000000000457e-01,9.062000000000000055e-01,1.000899999999999901e+00,1.000899999999999901e+00,9.969999999999999973e-01,9.938000000000000167e-01,9.990999999999999881e-01,9.990999999999999881e-01,5.860999999999999543e-01,5.935000000000000275e-01,1.000399999999999956e+00,9.977000000000000313e-01,1.002599999999999936e+00,1.002499999999999947e+00
4.849999999999999645e+00,9.999811140000000043e-01,9.126999999999999558e-01,9.048000000000000487e-01,1.000899999999999901e+00,1.000899999999999901e+00,9.969999999999999973e-01,9.938000000000000167e-01,9.990999999999999881e-01,9.990999999999999881e-01,5.864000000000000323e-01,5.938999999999999835e-01,1.000399999999999956e+00,9.976000000000000423e-01,1.002699999999999925e+00,1.002599999999999936e+00
4.839999999999999858e+00,9.999805139999999870e-01,9.115999999999999659e-01,9.034999999999999698e-01,1.000899999999999901e+00,1.000899999999999901e+00,9.969999999999999973e-01,9.938000000000000167e-01,9.990999999999999881e-01,9.990999999999999881e-01,5.866999999999999993e-01,5.943000000000000504e-01,1.000399999999999956e+00,9.976000000000000423e-01,1.002799999999999914e+00,1.002599999999999936e+00
4.830000000000000071e+00,9.999798949999999520e-01,9.103999999999999870e-01,9.020000000000000240e-01,1.000999999999999890e+00,1.000999999999999890e+00,9.969999999999999973e-01,9.939000000000000057e-01,9.989999999999999991e-01,9.989999999999999991e-01,5.869999999999999662e-01,5.947000000000000064e-01,1.000399999999999956e+00,9.976000000000000423e-01,1.002799999999999914e+00,1.002699999999999925e+00
4.820000000000000284e+00,9.999792570000000103e-01,9.092000000000000082e-01,9.005999999999999561e-01,1.000999999999999890e+00,1.000999999999999890e+00,9.969999999999999973e-01,9.939000000000000057e-01,9.989999999999999991e-01,9.989999999999999991e-01,5.873000000000000442e-01,5.950999999999999623e-01,1.000299999999999967e+00,9.975000000000000533e-01,1.002899999999999903e+00,1.002699999999999925e+00
4.809999999999999609e+00,9.999785989999999680e-01,9.079000000000000403e-01,8.991999999999999993e-01,1.000999999999999890e+00,1.000999999999999890e+00,9.969999999999999973e-01,9.939000000000000057e-01,9.989999999999999991e-01,9.989999999999999991e-01,5.876000000000000112e-01,5.955000000000000293e-01,1.000299999999999967e+00,9.975000000000000533e-01,1.002999999999999892e+00,1.002799999999999914e+00
4.799999999999999822e+00,9.999779199999999646e-01,9.066999999999999504e-01,8.977000000000000535e-01,1.000999999999999890e+00,1.000999999999999890e+00,9.969999999999999973e-01,9.939999999999999947e-01,9.989999999999999991e-01,9.989999999999999991e-01,5.879999999999999671e-01,5.959999999999999742e-01,1.000299999999999967e+00,9.973999999999999533e-01,1.003100000000000103e+00,1.002899999999999903e+00
4.790000000000000036e+00,9.999772200000000000e-01,9.053999999999999826e-01,8.962999999999999856e-01,1.000999999999999890e+00,1.000999999999999890e+00,9.969999999999999973e-01,9.939999999999999947e-01,9.989999999999999991e-01,9.989999999999999991e-01,5.884000000000000341e-01,5.965000000000000302e-01,1.000299999999999967e+00,9.973999999999999533e-01,1.003100000000000103e+00,1.002899999999999903e+00
4.780000000000000249e+00,9.999764979999999914e-01,9.042000000000000037e-01,8.948000000000000398e-01,1.001100000000000101e+00,1.001100000000000101e+00,9.969999999999999973e-01,9.939999999999999947e-01,9.989000000000000101e-01,9.989000000000000101e-01,5.887999999999999901e-01,5.969999999999999751e-01,1.000199999999999978e+00,9.972999999999999643e-01,1.003200000000000092e+00,1.002999999999999892e+00
4.769999999999999574e+00,9.999757529999999672e-01,9.029000000000000359e-01,8.932999999999999829e-01,1.001100000000000101e+00,1.001100000000000101e+00,9.969999999999999973e-01,9.939999999999999947e-01,9.989000000000000101e-01,9.989000000000000101e-01,5.891999999999999460e-01,5.975000000000000311e-01,1.000199999999999978e+00,9.972999999999999643e-01,1.003300000000000081e+00,1.002999999999999892e+00
4.759999999999999787e+00,9.999749850000000384e-01,9.015999999999999570e-01,8.918000000000000371e-01,1.001100000000000101e+00,1.001100000000000101e+00,9.969999999999999973e-01,9.940999999999999837e-01,9.989000000000000101e-01,9.989000000000000101e-01,5.896000000000000130e-01,5.979999999999999760e-01,1.000199999999999978e+00,9.971999999999999753e-01,1.003400000000000070e+00,1.003100000000000103e+00
4.750000000000000000e+00,9.999741930000000112e-01,9.002999999999999892e-01,8.901999999999999913e-01,1.001100000000000101e+00,1.001100000000000101e+00,9.969999999999999973e-01,9.940999999999999837e-01,9.989000000000000101e-01,9.989000000000000101e-01,5.899999999999999689e-01,5.985000000000000320e-01,1.000099999999999989e+00,9.970999999999999863e-01,1.003500000000000059e+00,1.003100000000000103e+00
4.740000000000000213e+00,9.999733760000000249e-01,8.990000000000000213e-01,8.887000000000000455e-01,1.001200000000000090e+00,1.001200000000000090e+00,9.969999999999999973e-01,9.940999999999999837e-01,9.988000000000000211e-01,9.988000000000000211e-01,5.905000000000000249e-01,5.990999999999999659e-01,1.000099999999999989e+00,9.970999999999999863e-01,1.003600000000000048e+00,1.003200000000000092e+00
